month_start,period,entity,region,department,salary_opex,non_salary_opex,total_opex,scenario
2023-02-01,2023-02,USA,West,G&A,44095.91,28723.95,74905.63,Budget
2023-02-01,2023-02,USA,Central,G&A,45424.83,26652.89,72300.95,Budget
2023-02-01,2023-02,USA,East,G&A,44164.24,27101.0,70124.15,Budget
2023-02-01,2023-02,USA,International,G&A,34723.36,17265.32,54276.65,Budget
2023-02-01,2023-02,USA,West,Technology,107760.32,71812.0,181866.41,Budget
2023-02-01,2023-02,USA,Central,Technology,92180.08,56871.63,156368.55,Budget
2023-02-01,2023-02,USA,East,Technology,84929.95,50314.65,138944.02,Budget
2023-02-01,2023-02,USA,International,Technology,79551.18,49894.94,134578.02,Budget
2023-02-01,2023-02,UK,West,Sales,57472.34,30228.26,88611.58,Budget
2023-02-01,2023-02,UK,Central,Sales,50044.48,25603.54,71092.16,Budget
2023-02-01,2023-02,UK,East,Sales,45574.1,31143.48,75802.02,Budget
2023-02-01,2023-02,UK,International,Sales,42243.64,24318.46,64526.32,Budget
2023-02-01,2023-02,UK,West,Marketing,41609.6,24053.22,62700.97,Budget
2023-02-01,2023-02,UK,Central,Marketing,34589.09,18603.2,53110.65,Budget
2023-02-01,2023-02,UK,East,Marketing,34764.53,21119.79,54312.96,Budget
2023-02-01,2023-02,UK,International,Marketing,29458.72,16888.62,44773.97,Budget
2023-02-01,2023-02,UK,West,Operations,76701.41,43564.99,118076.26,Budget
2023-02-01,2023-02,UK,Central,Operations,64711.07,39445.92,101689.14,Budget
2023-02-01,2023-02,UK,East,Operations,61506.0,42096.14,108195.16,Budget
2023-02-01,2023-02,UK,International,Operations,52405.92,31967.7,82531.21,Budget
2023-02-01,2023-02,UK,West,G&A,29456.95,17794.91,49148.02,Budget
2023-02-01,2023-02,UK,Central,G&A,27101.34,19526.76,46196.98,Budget
2023-02-01,2023-02,UK,East,G&A,24507.24,15802.51,38971.56,Budget
2023-02-01,2023-02,UK,International,G&A,22061.83,12987.18,36847.04,Budget
2023-02-01,2023-02,UK,West,Technology,67766.36,42969.95,110144.6,Budget
2023-02-01,2023-02,UK,Central,Technology,54548.93,40840.28,95319.83,Budget
2023-02-01,2023-02,UK,East,Technology,60950.58,32132.92,91053.94,Budget
2023-02-01,2023-02,UK,International,Technology,43348.72,28275.28,71549.55,Budget
2023-03-01,2023-03,Canada,West,Sales,66859.37,50248.02,112109.38,Budget
2023-03-01,2023-03,Canada,Central,Sales,64414.45,31073.44,92213.67,Budget
2023-03-01,2023-03,Canada,East,Sales,53504.41,31604.35,86727.41,Budget
2023-03-01,2023-03,Canada,International,Sales,47400.17,25006.36,71161.97,Budget
2023-03-01,2023-03,Canada,West,Marketing,47689.42,28635.71,78932.27,Budget
2023-03-01,2023-03,Canada,Central,Marketing,40033.01,25947.08,65523.19,Budget
2023-03-01,2023-03,Canada,East,Marketing,41724.65,26366.62,68657.79,Budget
2023-03-01,2023-03,Canada,International,Marketing,34259.73,20154.19,55259.09,Budget
2023-03-01,2023-03,Canada,West,Operations,91657.82,53432.7,145133.92,Budget
2023-03-01,2023-03,Canada,Central,Operations,81904.99,43157.25,128438.09,Budget
2023-03-01,2023-03,Canada,East,Operations,68515.41,44574.23,116429.84,Budget
2023-03-01,2023-03,Canada,International,Operations,73461.17,39116.09,108283.04,Budget
2023-03-01,2023-03,Canada,West,G&A,35183.04,21659.32,56646.31,Budget
2023-03-01,2023-03,Canada,Central,G&A,31426.97,23099.79,56118.64,Budget
2023-03-01,2023-03,Canada,East,G&A,30860.24,19734.48,49538.52,Budget
2023-03-01,2023-03,Canada,International,G&A,24925.96,16321.01,42784.68,Budget
2023-03-01,2023-03,Canada,West,Technology,85788.94,44959.06,136218.07,Budget
2023-03-01,2023-03,Canada,Central,Technology,66378.7,48514.56,119281.77,Budget
2023-03-01,2023-03,Canada,East,Technology,70950.87,45286.23,113265.82,Budget
2023-03-01,2023-03,Canada,International,Technology,57675.56,35946.49,98296.81,Budget
2023-03-01,2023-03,USA,West,Sales,101591.68,55885.91,161473.76,Budget
2023-03-01,2023-03,USA,Central,Sales,83765.96,43669.15,119579.77,Budget
2023-03-01,2023-03,USA,East,Sales,73406.11,41239.11,111975.1,Budget
2023-03-01,2023-03,USA,International,Sales,65746.65,30600.38,96054.14,Budget
2023-03-01,2023-03,USA,West,Marketing,64456.14,30359.11,95255.54,Budget
2023-03-01,2023-03,USA,Central,Marketing,55425.49,33232.06,86198.36,Budget
2023-03-01,2023-03,USA,East,Marketing,54472.59,34954.3,92222.19,Budget
2023-03-01,2023-03,USA,International,Marketing,43417.85,31313.49,71181.31,Budget
2023-03-01,2023-03,USA,West,Operations,121150.97,72224.15,198939.52,Budget
2023-03-01,2023-03,USA,Central,Operations,92422.97,60680.93,161548.24,Budget
2023-03-01,2023-03,USA,East,Operations,93163.29,61531.16,153039.16,Budget
2023-03-01,2023-03,USA,International,Operations,85435.83,59259.71,138160.06,Budget
2023-03-01,2023-03,USA,West,G&A,49402.57,24941.37,79726.65,Budget
2023-03-01,2023-03,USA,Central,G&A,44992.84,24112.03,67431.07,Budget
2023-03-01,2023-03,USA,East,G&A,39792.44,24078.96,63090.64,Budget
2023-03-01,2023-03,USA,International,G&A,35185.04,19204.43,53440.34,Budget
2023-03-01,2023-03,USA,West,Technology,111380.66,60127.45,178187.2,Budget
2023-03-01,2023-03,USA,Central,Technology,98457.81,69944.78,168531.16,Budget
2023-03-01,2023-03,USA,East,Technology,84530.15,52584.7,146600.79,Budget
2023-03-01,2023-03,USA,International,Technology,69413.86,47755.16,109923.71,Budget
2023-03-01,2023-03,UK,West,Sales,61355.52,39091.59,98783.41,Budget
2023-03-01,2023-03,UK,Central,Sales,52182.99,33327.67,80380.86,Budget
2023-03-01,2023-03,UK,East,Sales,53921.5,31884.53,84512.89,Budget
2023-03-01,2023-03,UK,International,Sales,39014.09,21619.7,60971.86,Budget
2023-03-01,2023-03,UK,West,Marketing,38290.5,23243.1,64733.96,Budget
2023-03-01,2023-03,UK,Central,Marketing,37438.88,20357.04,56947.66,Budget
2023-03-01,2023-03,UK,East,Marketing,33551.94,22588.6,55703.75,Budget
2023-03-01,2023-03,UK,International,Marketing,29268.27,16442.51,44689.41,Budget
2023-03-01,2023-03,UK,West,Operations,78771.37,40904.58,122121.47,Budget
2023-03-01,2023-03,UK,Central,Operations,69027.71,41030.62,107353.0,Budget
2023-03-01,2023-03,UK,East,Operations,60247.13,39430.95,101055.73,Budget
2023-03-01,2023-03,UK,International,Operations,55847.32,32662.24,89366.58,Budget
2023-03-01,2023-03,UK,West,G&A,33034.67,18364.79,51281.14,Budget
2023-03-01,2023-03,UK,Central,G&A,27252.49,18986.83,45596.1,Budget
2023-03-01,2023-03,UK,East,G&A,25783.04,17560.29,43611.68,Budget
2023-03-01,2023-03,UK,International,G&A,23001.84,12647.57,34632.98,Budget
2023-03-01,2023-03,UK,West,Technology,75504.03,37986.22,111891.62,Budget
2023-03-01,2023-03,UK,Central,Technology,62855.86,37612.59,104969.64,Budget
2023-03-01,2023-03,UK,East,Technology,56667.5,36396.5,91011.21,Budget
2023-03-01,2023-03,UK,International,Technology,50251.69,33584.96,82667.35,Budget
2023-04-01,2023-04,Canada,West,Sales,70316.61,42033.09,114708.14,Budget
2023-04-01,2023-04,Canada,Central,Sales,55760.78,42021.53,101077.82,Budget
2023-04-01,2023-04,Canada,East,Sales,54268.07,36734.67,89175.97,Budget
2023-04-01,2023-04,Canada,International,Sales,46328.33,26566.86,74856.3,Budget
2023-04-01,2023-04,Canada,West,Marketing,47875.7,28984.04,82103.96,Budget
2023-04-01,2023-04,Canada,Central,Marketing,45547.23,23793.15,71204.88,Budget
2023-04-01,2023-04,Canada,East,Marketing,39911.23,20055.52,61354.42,Budget
2023-04-01,2023-04,Canada,International,Marketing,33994.87,17971.33,57942.51,Budget
2023-04-01,2023-04,Canada,West,Operations,90911.44,53910.07,140205.25,Budget
2023-04-01,2023-04,Canada,Central,Operations,78124.26,51417.31,133987.41,Budget
2023-04-01,2023-04,Canada,East,Operations,81229.97,45967.81,128222.54,Budget
2023-04-01,2023-04,Canada,International,Operations,66568.06,40297.89,105652.08,Budget
2023-04-01,2023-04,Canada,West,G&A,39624.34,21709.15,59563.34,Budget
2023-04-01,2023-04,Canada,Central,G&A,33101.6,21955.83,56793.16,Budget
2023-04-01,2023-04,Canada,East,G&A,33604.69,18231.35,52048.36,Budget
2023-04-01,2023-04,Canada,International,G&A,25707.91,16617.3,40845.85,Budget
2023-04-01,2023-04,Canada,West,Technology,76527.11,53873.92,133660.78,Budget
2023-04-01,2023-04,Canada,Central,Technology,74049.34,44950.42,118805.28,Budget
2023-04-01,2023-04,Canada,East,Technology,66546.88,36633.92,102717.33,Budget
2023-04-01,2023-04,Canada,International,Technology,57413.4,36444.12,89604.63,Budget
2023-04-01,2023-04,USA,West,Sales,90205.61,56774.2,147879.37,Budget
2023-04-01,2023-04,USA,Central,Sales,80007.08,45164.82,131390.97,Budget
2023-04-01,2023-04,USA,East,Sales,76743.9,51567.65,125359.52,Budget
2023-04-01,2023-04,USA,International,Sales,64943.29,41415.12,104848.28,Budget
2023-04-01,2023-04,USA,West,Marketing,66204.34,36816.29,96869.65,Budget
2023-04-01,2023-04,USA,Central,Marketing,54396.48,35442.56,93856.74,Budget
2023-04-01,2023-04,USA,East,Marketing,53923.65,33371.61,88066.13,Budget
2023-04-01,2023-04,USA,International,Marketing,49999.9,31990.07,74304.09,Budget
2023-04-01,2023-04,USA,West,Operations,124380.24,77669.27,194821.73,Budget
2023-04-01,2023-04,USA,Central,Operations,101171.89,63403.02,162386.97,Budget
2023-04-01,2023-04,USA,East,Operations,95621.6,68356.76,170152.85,Budget
2023-04-01,2023-04,USA,International,Operations,91008.82,54492.81,140517.78,Budget
2023-04-01,2023-04,USA,West,G&A,54023.84,26553.91,81874.63,Budget
2023-04-01,2023-04,USA,Central,G&A,45689.7,25155.64,68068.57,Budget
2023-04-01,2023-04,USA,East,G&A,43076.18,25439.23,65464.88,Budget
2023-04-01,2023-04,USA,International,G&A,36538.62,22116.59,57982.41,Budget
2023-04-01,2023-04,USA,West,Technology,118056.22,61967.59,179751.56,Budget
2023-04-01,2023-04,USA,Central,Technology,99352.23,58993.15,156074.18,Budget
2023-04-01,2023-04,USA,East,Technology,86858.84,51964.26,144924.97,Budget
2023-04-01,2023-04,USA,International,Technology,77205.36,53135.52,127529.85,Budget
2023-04-01,2023-04,UK,West,Sales,57446.12,32045.24,93745.12,Budget
2023-04-01,2023-04,UK,Central,Sales,49294.98,35885.73,85481.51,Budget
2023-04-01,2023-04,UK,East,Sales,47411.13,28182.67,73584.09,Budget
2023-04-01,2023-04,UK,International,Sales,40782.84,26382.27,67259.06,Budget
2023-04-01,2023-04,UK,West,Marketing,40609.47,26905.85,67124.86,Budget
2023-04-01,2023-04,UK,Central,Marketing,35368.91,23793.22,58884.97,Budget
2023-04-01,2023-04,UK,East,Marketing,34203.24,22030.36,56117.95,Budget
2023-04-01,2023-04,UK,International,Marketing,27440.43,16540.86,44344.83,Budget
2023-04-01,2023-04,UK,West,Operations,77379.18,46923.84,133133.36,Budget
2023-04-01,2023-04,UK,Central,Operations,65405.32,39101.03,115562.86,Budget
2023-04-01,2023-04,UK,East,Operations,64314.1,38124.79,101959.96,Budget
2023-04-01,2023-04,UK,International,Operations,52820.74,34453.71,88386.03,Budget
2023-04-01,2023-04,UK,West,G&A,32129.12,18772.95,51726.82,Budget
2023-04-01,2023-04,UK,Central,G&A,28728.34,17933.54,44830.03,Budget
2023-04-01,2023-04,UK,East,G&A,26441.38,16870.12,39845.23,Budget
2023-04-01,2023-04,UK,International,G&A,22534.38,13724.87,34999.09,Budget
2023-04-01,2023-04,UK,West,Technology,66179.7,42056.17,110506.43,Budget
2023-04-01,2023-04,UK,Central,Technology,59428.94,41591.56,94777.35,Budget
2023-04-01,2023-04,UK,East,Technology,54874.13,30564.37,87413.36,Budget
2023-04-01,2023-04,UK,International,Technology,52649.89,31923.95,80775.14,Budget
2023-05-01,2023-05,Canada,West,Sales,67738.88,44781.14,107074.38,Budget
2023-05-01,2023-05,Canada,Central,Sales,64510.51,37438.75,105058.91,Budget
2023-05-01,2023-05,Canada,East,Sales,55666.32,32354.87,87055.6,Budget
2023-05-01,2023-05,Canada,International,Sales,42588.97,28767.82,72298.4,Budget
2023-05-01,2023-05,Canada,West,Marketing,51601.46,26500.81,78677.88,Budget
2023-05-01,2023-05,Canada,Central,Marketing,43054.64,23603.05,71162.23,Budget
2023-05-01,2023-05,Canada,East,Marketing,41235.56,26528.97,68663.54,Budget
2023-05-01,2023-05,Canada,International,Marketing,33397.55,22216.02,50637.32,Budget
2023-05-01,2023-05,Canada,West,Operations,85643.67,57127.09,140673.58,Budget
2023-05-01,2023-05,Canada,Central,Operations,79483.9,48432.46,134697.29,Budget
2023-05-01,2023-05,Canada,East,Operations,82276.02,47306.31,130022.8,Budget
2023-05-01,2023-05,Canada,International,Operations,57293.86,38287.21,98864.6,Budget
2023-05-01,2023-05,Canada,West,G&A,36405.86,23010.13,59313.91,Budget
2023-05-01,2023-05,Canada,Central,G&A,35756.77,20991.02,59045.61,Budget
2023-05-01,2023-05,Canada,East,G&A,28249.91,17942.67,45133.27,Budget
2023-05-01,2023-05,Canada,International,G&A,23302.77,15476.76,38170.22,Budget
2023-05-01,2023-05,Canada,West,Technology,76603.74,46790.41,124087.55,Budget
2023-05-01,2023-05,Canada,Central,Technology,63643.12,44445.33,114435.29,Budget
2023-05-01,2023-05,Canada,East,Technology,69910.35,41322.04,111969.35,Budget
2023-05-01,2023-05,Canada,International,Technology,57665.76,30630.34,89302.55,Budget
2023-05-01,2023-05,USA,West,Sales,89253.42,62751.47,160721.95,Budget
2023-05-01,2023-05,USA,Central,Sales,80974.35,47047.49,127197.08,Budget
2023-05-01,2023-05,USA,East,Sales,71024.33,43532.34,115325.21,Budget
2023-05-01,2023-05,USA,International,Sales,65098.53,41738.8,105354.68,Budget
2023-05-01,2023-05,USA,West,Marketing,64674.44,42442.87,107731.92,Budget
2023-05-01,2023-05,USA,Central,Marketing,62025.25,35414.27,98670.17,Budget
2023-05-01,2023-05,USA,East,Marketing,52199.93,33602.75,87410.31,Budget
2023-05-01,2023-05,USA,International,Marketing,42070.08,27466.31,69403.08,Budget
2023-05-01,2023-05,USA,West,Operations,122223.34,82299.48,216001.41,Budget
2023-05-01,2023-05,USA,Central,Operations,97126.1,62669.89,164472.73,Budget
2023-05-01,2023-05,USA,East,Operations,110375.58,68358.05,172004.74,Budget
2023-05-01,2023-05,USA,International,Operations,86777.45,54246.84,144064.86,Budget
2023-05-01,2023-05,USA,West,G&A,52184.92,28144.75,82168.52,Budget
2023-05-01,2023-05,USA,Central,G&A,41048.21,26869.93,66141.53,Budget
2023-05-01,2023-05,USA,East,G&A,37687.09,28135.01,65404.82,Budget
2023-05-01,2023-05,USA,International,G&A,36220.25,21233.18,56643.49,Budget
2023-05-01,2023-05,USA,West,Technology,114470.99,65594.94,181173.85,Budget
2023-05-01,2023-05,USA,Central,Technology,91806.16,56087.36,154634.72,Budget
2023-05-01,2023-05,USA,East,Technology,88458.11,56813.95,150174.36,Budget
2023-05-01,2023-05,USA,International,Technology,84458.09,48970.9,131300.1,Budget
2023-05-01,2023-05,UK,West,Sales,55234.15,37961.26,93497.69,Budget
2023-05-01,2023-05,UK,Central,Sales,44913.05,30709.41,76216.1,Budget
2023-05-01,2023-05,UK,East,Sales,49572.12,29615.05,76203.96,Budget
2023-05-01,2023-05,UK,International,Sales,40920.44,25500.51,68300.82,Budget
2023-05-01,2023-05,UK,West,Marketing,39949.64,25066.2,69235.27,Budget
2023-05-01,2023-05,UK,Central,Marketing,34883.52,21003.38,58396.12,Budget
2023-05-01,2023-05,UK,East,Marketing,37290.37,20145.75,57101.31,Budget
2023-05-01,2023-05,UK,International,Marketing,31168.0,17604.51,47290.13,Budget
2023-05-01,2023-05,UK,West,Operations,70294.97,46764.98,119631.92,Budget
2023-05-01,2023-05,UK,Central,Operations,70479.78,44203.26,114263.1,Budget
2023-05-01,2023-05,UK,East,Operations,68857.0,49054.62,115384.86,Budget
2023-05-01,2023-05,UK,International,Operations,54170.47,30929.37,83746.57,Budget
2023-05-01,2023-05,UK,West,G&A,33566.78,19677.57,53545.68,Budget
2023-05-01,2023-05,UK,Central,G&A,28377.6,15387.82,45644.85,Budget
2023-05-01,2023-05,UK,East,G&A,30743.47,16502.68,46715.68,Budget
2023-05-01,2023-05,UK,International,G&A,20207.29,13415.34,31032.55,Budget
2023-05-01,2023-05,UK,West,Technology,70820.86,48995.75,118450.86,Budget
2023-05-01,2023-05,UK,Central,Technology,54986.34,41251.74,92666.6,Budget
2023-05-01,2023-05,UK,East,Technology,53860.54,33683.54,83944.38,Budget
2023-05-01,2023-05,UK,International,Technology,51821.22,27896.03,80748.93,Budget
2023-06-01,2023-06,Canada,West,Sales,65889.92,41814.56,109549.7,Budget
2023-06-01,2023-06,Canada,Central,Sales,57655.86,38965.33,88589.71,Budget
2023-06-01,2023-06,Canada,East,Sales,54461.95,32624.64,84767.19,Budget
2023-06-01,2023-06,Canada,International,Sales,44676.51,28857.38,68309.64,Budget
2023-06-01,2023-06,Canada,West,Marketing,49622.82,26019.37,75829.04,Budget
2023-06-01,2023-06,Canada,Central,Marketing,44613.02,28621.37,70660.68,Budget
2023-06-01,2023-06,Canada,East,Marketing,39573.12,26224.54,62981.93,Budget
2023-06-01,2023-06,Canada,International,Marketing,35268.9,20041.71,54182.88,Budget
2023-06-01,2023-06,Canada,West,Operations,98920.51,53024.56,150756.51,Budget
2023-06-01,2023-06,Canada,Central,Operations,79589.78,51271.07,134801.97,Budget
2023-06-01,2023-06,Canada,East,Operations,77531.57,45242.28,113451.26,Budget
2023-06-01,2023-06,Canada,International,Operations,66592.18,34197.29,98051.32,Budget
2023-06-01,2023-06,Canada,West,G&A,37542.07,21816.36,62299.75,Budget
2023-06-01,2023-06,Canada,Central,G&A,32421.65,17732.16,49416.3,Budget
2023-06-01,2023-06,Canada,East,G&A,32702.35,21013.63,56981.76,Budget
2023-06-01,2023-06,Canada,International,G&A,27557.21,17079.17,45662.57,Budget
2023-06-01,2023-06,Canada,West,Technology,84741.57,49633.58,126685.08,Budget
2023-06-01,2023-06,Canada,Central,Technology,66975.78,48307.9,110171.06,Budget
2023-06-01,2023-06,Canada,East,Technology,69908.86,40975.72,115027.37,Budget
2023-06-01,2023-06,Canada,International,Technology,59457.38,35605.52,99506.06,Budget
2023-06-01,2023-06,USA,West,Sales,89621.97,55072.94,142524.21,Budget
2023-06-01,2023-06,USA,Central,Sales,83058.88,54396.58,129690.03,Budget
2023-06-01,2023-06,USA,East,Sales,75656.46,51346.88,120807.37,Budget
2023-06-01,2023-06,USA,International,Sales,70486.93,42030.01,110931.58,Budget
2023-06-01,2023-06,USA,West,Marketing,63968.96,36325.5,99670.2,Budget
2023-06-01,2023-06,USA,Central,Marketing,59071.52,38987.73,92057.31,Budget
2023-06-01,2023-06,USA,East,Marketing,61445.78,35781.25,95862.52,Budget
2023-06-01,2023-06,USA,International,Marketing,49172.41,27887.9,72976.21,Budget
2023-06-01,2023-06,USA,West,Operations,120028.43,81452.25,198858.27,Budget
2023-06-01,2023-06,USA,Central,Operations,91701.76,59071.63,156190.5,Budget
2023-06-01,2023-06,USA,East,Operations,106645.36,63917.01,172731.92,Budget
2023-06-01,2023-06,USA,International,Operations,78844.59,42009.16,124592.22,Budget
2023-06-01,2023-06,USA,West,G&A,50541.76,30436.92,81532.17,Budget
2023-06-01,2023-06,USA,Central,G&A,39807.6,27386.17,68368.74,Budget
2023-06-01,2023-06,USA,East,G&A,44915.58,26338.47,70369.14,Budget
2023-06-01,2023-06,USA,International,G&A,30792.72,19071.3,51112.17,Budget
2023-06-01,2023-06,USA,West,Technology,108737.34,75465.39,171353.65,Budget
2023-06-01,2023-06,USA,Central,Technology,101379.29,61664.95,161148.42,Budget
2023-06-01,2023-06,USA,East,Technology,91348.82,56691.92,146779.3,Budget
2023-06-01,2023-06,USA,International,Technology,77083.87,50650.31,121758.71,Budget
2023-06-01,2023-06,UK,West,Sales,54785.97,38942.45,91519.04,Budget
