month_start,period,entity,region,product,customer_segment,units,unit_price,revenue,cogs,gross_profit,scenario
2023-01-01,2023-01,Canada,International,Enterprise,SMB,863.33,402.17,347201.48,116558.81,230642.67,Actual
2023-01-01,2023-01,Canada,International,Enterprise,Mid-Market,658.24,409.89,269808.52,91291.03,178517.49,Actual
2023-01-01,2023-01,Canada,International,Enterprise,Enterprise,489.07,443.77,217034.32,74178.14,142856.18,Actual
2023-01-01,2023-01,USA,West,Core,SMB,1742.62,119.73,208647.33,82587.51,126059.81,Actual
2023-01-01,2023-01,USA,West,Core,Mid-Market,1310.63,120.22,157559.67,71065.22,86494.46,Actual
2023-01-01,2023-01,USA,West,Core,Enterprise,905.24,121.09,109611.76,45989.0,63622.76,Actual
2023-01-01,2023-01,USA,West,Plus,SMB,1547.8,227.54,352191.33,136851.7,215339.63,Actual
2023-01-01,2023-01,USA,West,Plus,Mid-Market,1396.53,214.0,298854.96,118344.13,180510.83,Actual
2023-01-01,2023-01,USA,West,Plus,Enterprise,816.28,223.87,182743.85,74005.99,108737.85,Actual
2023-01-01,2023-01,USA,West,Enterprise,SMB,1572.14,412.86,649079.8,221346.89,427732.92,Actual
2023-01-01,2023-01,USA,West,Enterprise,Mid-Market,1260.51,400.46,504787.19,171980.66,332806.52,Actual
2023-01-01,2023-01,USA,West,Enterprise,Enterprise,841.26,425.97,358347.83,118477.63,239870.2,Actual
2023-01-01,2023-01,USA,Central,Core,SMB,1668.83,117.18,195553.83,81339.06,114214.77,Actual
2023-01-01,2023-01,USA,Central,Core,Mid-Market,1216.43,115.57,140581.4,59447.09,81134.31,Actual
2023-01-01,2023-01,USA,Central,Core,Enterprise,883.07,114.21,100858.32,42595.13,58263.19,Actual
2023-01-01,2023-01,USA,Central,Plus,SMB,1515.6,225.16,341252.2,124863.76,216388.44,Actual
2023-01-01,2023-01,USA,Central,Plus,Mid-Market,1021.45,223.44,228238.27,87503.27,140735.0,Actual
2023-01-01,2023-01,USA,Central,Plus,Enterprise,815.49,222.29,181272.67,67478.34,113794.33,Actual
2023-01-01,2023-01,USA,Central,Enterprise,SMB,1512.32,423.69,640757.58,213188.77,427568.81,Actual
2023-01-01,2023-01,USA,Central,Enterprise,Mid-Market,1312.57,425.97,559116.72,183305.69,375811.03,Actual
2023-01-01,2023-01,USA,Central,Enterprise,Enterprise,841.46,407.72,343079.89,119401.5,223678.39,Actual
2023-01-01,2023-01,USA,East,Core,SMB,1541.23,117.05,180393.97,77955.18,102438.78,Actual
2023-01-01,2023-01,USA,East,Core,Mid-Market,1120.82,122.96,137815.89,61176.42,76639.47,Actual
2023-01-01,2023-01,USA,East,Core,Enterprise,744.59,117.29,87330.02,35699.82,51630.19,Actual
2023-01-01,2023-01,USA,East,Plus,SMB,1318.44,219.49,289385.42,111091.92,178293.5,Actual
2023-01-01,2023-01,USA,East,Plus,Mid-Market,1109.01,225.46,250037.11,95051.16,154985.95,Actual
2023-01-01,2023-01,USA,East,Plus,Enterprise,847.81,218.25,185037.92,76052.42,108985.5,Actual
2023-01-01,2023-01,USA,East,Enterprise,SMB,1481.09,409.2,606063.18,199441.39,406621.79,Actual
2023-01-01,2023-01,USA,East,Enterprise,Mid-Market,1126.87,417.18,470113.97,163262.5,306851.47,Actual
2023-01-01,2023-01,USA,East,Enterprise,Enterprise,788.25,419.08,330341.79,109462.95,220878.84,Actual
2023-01-01,2023-01,USA,International,Core,SMB,1043.84,118.39,123582.77,53238.3,70344.47,Actual
2023-01-01,2023-01,USA,International,Core,Mid-Market,929.33,115.52,107351.76,45321.99,62029.77,Actual
2023-01-01,2023-01,USA,International,Core,Enterprise,659.29,116.82,77017.15,32496.38,44520.77,Actual
2023-01-01,2023-01,USA,International,Plus,SMB,1193.32,212.46,253527.44,97374.51,156152.93,Actual
2023-01-01,2023-01,USA,International,Plus,Mid-Market,954.67,227.15,216851.56,85008.71,131842.86,Actual
2023-01-01,2023-01,USA,International,Plus,Enterprise,569.09,213.81,121676.49,46951.48,74725.01,Actual
2023-01-01,2023-01,USA,International,Enterprise,SMB,1236.61,426.49,527399.32,200041.43,327357.88,Actual
2023-01-01,2023-01,USA,International,Enterprise,Mid-Market,955.41,434.31,414941.85,145117.95,269823.9,Actual
2023-01-01,2023-01,USA,International,Enterprise,Enterprise,672.91,416.03,279947.11,97349.23,182597.89,Actual
2023-01-01,2023-01,UK,West,Core,SMB,1008.59,119.15,120170.71,49736.78,70433.93,Actual
2023-01-01,2023-01,UK,West,Core,Mid-Market,832.38,128.33,106821.83,42351.91,64469.92,Actual
2023-01-01,2023-01,UK,West,Core,Enterprise,610.66,114.19,69733.41,28873.38,40860.04,Actual
2023-01-01,2023-01,UK,West,Plus,SMB,1168.71,220.42,257611.8,94727.39,162884.41,Actual
2023-01-01,2023-01,UK,West,Plus,Mid-Market,779.64,224.49,175018.32,65049.73,109968.59,Actual
2023-01-01,2023-01,UK,West,Plus,Enterprise,588.9,220.3,129735.06,48335.62,81399.44,Actual
2023-01-01,2023-01,UK,West,Enterprise,SMB,1259.44,427.99,539025.73,172134.39,366891.34,Actual
2023-01-01,2023-01,UK,West,Enterprise,Mid-Market,839.3,411.66,345507.61,120476.71,225030.9,Actual
2023-01-01,2023-01,UK,West,Enterprise,Enterprise,542.17,418.55,226929.2,78324.81,148604.39,Actual
2023-01-01,2023-01,UK,Central,Core,SMB,999.58,115.68,115629.97,48077.24,67552.73,Actual
2023-01-01,2023-01,UK,Central,Core,Mid-Market,691.78,117.65,81386.23,35992.63,45393.6,Actual
2023-01-01,2023-01,UK,Central,Core,Enterprise,519.68,115.46,60002.5,25894.98,34107.52,Actual
2023-01-01,2023-01,UK,Central,Plus,SMB,1093.54,226.81,248030.12,89955.36,158074.76,Actual
2023-01-01,2023-01,UK,Central,Plus,Mid-Market,691.24,228.36,157853.36,58710.81,99142.56,Actual
2023-01-01,2023-01,UK,Central,Plus,Enterprise,521.24,225.11,117338.23,43348.61,73989.62,Actual
2023-01-01,2023-01,UK,Central,Enterprise,SMB,930.38,379.16,352762.27,116253.25,236509.02,Actual
2023-01-01,2023-01,UK,Central,Enterprise,Mid-Market,704.57,404.28,284842.21,101589.14,183253.06,Actual
2023-01-01,2023-01,UK,Central,Enterprise,Enterprise,445.78,414.46,184755.44,63063.23,121692.21,Actual
2023-01-01,2023-01,UK,East,Core,SMB,990.49,114.83,113738.48,49437.1,64301.38,Actual
2023-01-01,2023-01,UK,East,Core,Mid-Market,683.7,116.47,79628.69,33907.69,45721.0,Actual
2023-01-01,2023-01,UK,East,Core,Enterprise,485.82,117.84,57248.27,24094.62,33153.64,Actual
2023-01-01,2023-01,UK,East,Plus,SMB,860.71,220.75,190001.74,73634.85,116366.89,Actual
2023-01-01,2023-01,UK,East,Plus,Mid-Market,769.82,211.83,163072.0,65932.71,97139.29,Actual
2023-01-01,2023-01,UK,East,Plus,Enterprise,403.52,219.0,88370.64,34173.53,54197.11,Actual
2023-01-01,2023-01,UK,East,Enterprise,SMB,908.05,412.15,374257.31,126453.0,247804.32,Actual
2023-01-01,2023-01,UK,East,Enterprise,Mid-Market,656.2,412.57,270731.77,94394.95,176336.82,Actual
2023-01-01,2023-01,UK,East,Enterprise,Enterprise,491.86,411.27,202286.74,70633.66,131653.08,Actual
2023-01-01,2023-01,UK,International,Core,SMB,766.25,122.93,94192.21,40307.99,53884.23,Actual
2023-01-01,2023-01,UK,International,Core,Mid-Market,537.13,117.98,63372.12,27213.0,36159.12,Actual
2023-01-01,2023-01,UK,International,Core,Enterprise,422.36,119.92,50651.36,21348.45,29302.91,Actual
2023-01-01,2023-01,UK,International,Plus,SMB,824.31,216.1,178128.83,68799.93,109328.9,Actual
2023-01-01,2023-01,UK,International,Plus,Mid-Market,565.97,218.56,123701.28,48555.98,75145.3,Actual
2023-01-01,2023-01,UK,International,Plus,Enterprise,429.29,225.37,96748.13,38204.14,58543.99,Actual
2023-01-01,2023-01,UK,International,Enterprise,SMB,749.12,428.59,321067.57,108146.88,212920.68,Actual
2023-01-01,2023-01,UK,International,Enterprise,Mid-Market,590.2,418.36,246915.73,84195.64,162720.1,Actual
2023-01-01,2023-01,UK,International,Enterprise,Enterprise,421.87,409.69,172835.85,62452.91,110382.94,Actual
2023-02-01,2023-02,Canada,West,Core,SMB,1197.23,115.63,138433.9,60162.29,78271.61,Actual
2023-02-01,2023-02,Canada,West,Core,Mid-Market,1064.98,122.25,130190.42,55710.71,74479.71,Actual
2023-02-01,2023-02,Canada,West,Core,Enterprise,700.4,116.77,81785.31,34427.95,47357.36,Actual
2023-02-01,2023-02,Canada,West,Plus,SMB,1231.48,226.44,278851.04,105495.92,173355.13,Actual
2023-02-01,2023-02,Canada,West,Plus,Mid-Market,935.41,217.88,203805.35,78405.43,125399.92,Actual
2023-02-01,2023-02,Canada,West,Plus,Enterprise,669.47,214.57,143649.71,54985.95,88663.75,Actual
2023-02-01,2023-02,Canada,West,Enterprise,SMB,1327.53,413.61,549082.78,184050.03,365032.76,Actual
2023-02-01,2023-02,Canada,West,Enterprise,Mid-Market,1020.14,401.75,409846.09,133463.87,276382.22,Actual
2023-02-01,2023-02,Canada,West,Enterprise,Enterprise,660.79,417.31,275754.22,94630.92,181123.3,Actual
2023-02-01,2023-02,Canada,Central,Core,SMB,1265.82,123.09,155806.19,65124.62,90681.58,Actual
2023-02-01,2023-02,Canada,Central,Core,Mid-Market,869.59,116.39,101212.02,42485.44,58726.58,Actual
2023-02-01,2023-02,Canada,Central,Core,Enterprise,595.56,121.16,72159.14,29554.72,42604.42,Actual
2023-02-01,2023-02,Canada,Central,Plus,SMB,1179.23,230.12,271358.71,102779.86,168578.85,Actual
2023-02-01,2023-02,Canada,Central,Plus,Mid-Market,898.9,224.55,201852.54,75780.71,126071.83,Actual
2023-02-01,2023-02,Canada,Central,Plus,Enterprise,620.57,220.08,136576.45,52051.13,84525.32,Actual
2023-02-01,2023-02,Canada,Central,Enterprise,SMB,1062.17,420.31,446439.58,154057.18,292382.39,Actual
2023-02-01,2023-02,Canada,Central,Enterprise,Mid-Market,972.02,432.09,419995.93,152022.76,267973.17,Actual
2023-02-01,2023-02,Canada,Central,Enterprise,Enterprise,572.21,430.99,246619.24,84311.74,162307.5,Actual
2023-02-01,2023-02,Canada,East,Core,SMB,1264.0,117.09,148001.96,60594.89,87407.07,Actual
2023-02-01,2023-02,Canada,East,Core,Mid-Market,787.69,112.35,88500.44,36583.91,51916.53,Actual
2023-02-01,2023-02,Canada,East,Core,Enterprise,543.98,120.54,65572.6,27822.85,37749.74,Actual
2023-02-01,2023-02,Canada,East,Plus,SMB,1237.01,226.27,279902.51,104522.12,175380.39,Actual
2023-02-01,2023-02,Canada,East,Plus,Mid-Market,767.9,223.25,171431.33,62563.75,108867.58,Actual
2023-02-01,2023-02,Canada,East,Plus,Enterprise,664.01,227.78,151251.64,56666.64,94585.0,Actual
2023-02-01,2023-02,Canada,East,Enterprise,SMB,928.17,437.06,405663.88,137451.78,268212.1,Actual
2023-02-01,2023-02,Canada,East,Enterprise,Mid-Market,909.3,399.91,363637.0,121413.44,242223.56,Actual
2023-02-01,2023-02,Canada,East,Enterprise,Enterprise,579.4,420.59,243690.74,81736.15,161954.59,Actual
2023-02-01,2023-02,Canada,International,Core,SMB,950.88,116.16,110450.97,46191.26,64259.71,Actual
2023-02-01,2023-02,Canada,International,Core,Mid-Market,703.43,121.85,85714.91,36768.81,48946.1,Actual
2023-02-01,2023-02,Canada,International,Core,Enterprise,443.83,114.48,50808.49,22157.52,28650.97,Actual
2023-02-01,2023-02,Canada,International,Plus,SMB,929.83,215.06,199968.78,79524.21,120444.57,Actual
2023-02-01,2023-02,Canada,International,Plus,Mid-Market,703.18,227.78,160172.05,60988.66,99183.38,Actual
2023-02-01,2023-02,Canada,International,Plus,Enterprise,568.11,231.59,131566.97,49622.04,81944.93,Actual
2023-02-01,2023-02,Canada,International,Enterprise,SMB,976.15,428.13,417920.11,147927.02,269993.09,Actual
2023-02-01,2023-02,Canada,International,Enterprise,Mid-Market,642.95,428.64,275595.25,96677.69,178917.56,Actual
2023-02-01,2023-02,Canada,International,Enterprise,Enterprise,419.09,405.09,169769.66,54190.45,115579.21,Actual
2023-02-01,2023-02,USA,West,Core,SMB,1719.83,122.58,210822.78,92536.38,118286.4,Actual
2023-02-01,2023-02,USA,West,Core,Mid-Market,1360.11,125.86,171186.98,68921.71,102265.27,Actual
2023-02-01,2023-02,USA,West,Core,Enterprise,817.49,119.8,97935.14,41606.69,56328.45,Actual
2023-02-01,2023-02,USA,West,Plus,SMB,1753.12,206.35,361765.01,137103.16,224661.85,Actual
2023-02-01,2023-02,USA,West,Plus,Mid-Market,1210.99,224.42,271770.17,104408.45,167361.72,Actual
2023-02-01,2023-02,USA,West,Plus,Enterprise,875.3,216.61,189597.11,69757.51,119839.6,Actual
2023-02-01,2023-02,USA,West,Enterprise,SMB,1748.9,432.03,755587.54,249302.78,506284.76,Actual
2023-02-01,2023-02,USA,West,Enterprise,Mid-Market,1406.61,413.32,581379.21,192967.14,388412.07,Actual
2023-02-01,2023-02,USA,West,Enterprise,Enterprise,938.36,406.96,381871.01,127679.63,254191.38,Actual
2023-02-01,2023-02,USA,Central,Core,SMB,1381.98,127.07,175612.21,73835.15,101777.05,Actual
2023-02-01,2023-02,USA,Central,Core,Mid-Market,1109.92,120.77,134044.93,56109.15,77935.78,Actual
2023-02-01,2023-02,USA,Central,Core,Enterprise,808.46,122.21,98803.07,42440.33,56362.75,Actual
2023-02-01,2023-02,USA,Central,Plus,SMB,1463.58,216.2,316426.05,119249.72,197176.34,Actual
2023-02-01,2023-02,USA,Central,Plus,Mid-Market,959.22,210.0,201435.1,79684.17,121750.93,Actual
2023-02-01,2023-02,USA,Central,Plus,Enterprise,931.32,218.36,203359.23,78613.14,124746.09,Actual
2023-02-01,2023-02,USA,Central,Enterprise,SMB,1566.51,458.79,718704.77,252566.99,466137.78,Actual
2023-02-01,2023-02,USA,Central,Enterprise,Mid-Market,1163.7,407.96,474743.05,153633.62,321109.44,Actual
2023-02-01,2023-02,USA,Central,Enterprise,Enterprise,836.41,410.47,343320.41,111748.39,231572.01,Actual
2023-02-01,2023-02,USA,East,Core,SMB,1376.92,116.11,159869.34,70543.62,89325.72,Actual
2023-02-01,2023-02,USA,East,Core,Mid-Market,1195.72,119.97,143452.57,62925.08,80527.49,Actual
2023-02-01,2023-02,USA,East,Core,Enterprise,786.7,116.9,91964.8,40390.15,51574.66,Actual
2023-02-01,2023-02,USA,East,Plus,SMB,1514.63,213.15,322849.5,121982.27,200867.23,Actual
2023-02-01,2023-02,USA,East,Plus,Mid-Market,1038.7,210.87,219035.02,85545.97,133489.05,Actual
2023-02-01,2023-02,USA,East,Plus,Enterprise,901.29,210.77,189965.07,73405.89,116559.17,Actual
2023-02-01,2023-02,USA,East,Enterprise,SMB,1376.45,413.86,569659.8,190242.21,379417.59,Actual
2023-02-01,2023-02,USA,East,Enterprise,Mid-Market,1039.74,420.61,437327.42,144984.67,292342.75,Actual
2023-02-01,2023-02,USA,East,Enterprise,Enterprise,798.78,419.37,334981.14,113077.15,221903.99,Actual
2023-02-01,2023-02,USA,International,Core,SMB,1133.98,117.92,133723.24,57436.53,76286.71,Actual
2023-02-01,2023-02,USA,International,Core,Mid-Market,978.28,116.48,113950.53,48001.84,65948.69,Actual
2023-02-01,2023-02,USA,International,Core,Enterprise,697.99,113.99,79563.65,33961.45,45602.2,Actual
2023-02-01,2023-02,USA,International,Plus,SMB,1157.94,223.77,259108.0,96206.5,162901.5,Actual
2023-02-01,2023-02,USA,International,Plus,Mid-Market,804.77,209.26,168405.44,64086.38,104319.06,Actual
2023-02-01,2023-02,USA,International,Plus,Enterprise,672.09,214.03,143848.39,55709.6,88138.79,Actual
2023-02-01,2023-02,USA,International,Enterprise,SMB,1060.23,419.17,444413.5,145611.03,298802.47,Actual
2023-02-01,2023-02,USA,International,Enterprise,Mid-Market,891.54,420.6,374977.73,124201.54,250776.18,Actual
2023-02-01,2023-02,USA,International,Enterprise,Enterprise,638.15,432.68,276115.96,92254.68,183861.28,Actual
2023-02-01,2023-02,UK,West,Core,SMB,1180.7,115.93,136882.28,58404.32,78477.96,Actual
2023-02-01,2023-02,UK,West,Core,Mid-Market,949.49,111.1,105490.87,43246.94,62243.92,Actual
2023-02-01,2023-02,UK,West,Core,Enterprise,623.43,119.27,74356.22,31577.33,42778.88,Actual
2023-02-01,2023-02,UK,West,Plus,SMB,1053.24,220.57,232313.93,87867.0,144446.93,Actual
2023-02-01,2023-02,UK,West,Plus,Mid-Market,930.85,221.68,206349.76,79207.08,127142.68,Actual
2023-02-01,2023-02,UK,West,Plus,Enterprise,576.29,216.78,124928.28,46856.7,78071.57,Actual
2023-02-01,2023-02,UK,West,Enterprise,SMB,1141.63,414.7,473431.01,162365.86,311065.14,Actual
2023-02-01,2023-02,UK,West,Enterprise,Mid-Market,992.66,430.98,427813.8,144034.02,283779.78,Actual
2023-02-01,2023-02,UK,West,Enterprise,Enterprise,653.19,414.86,270980.38,86499.95,184480.43,Actual
2023-02-01,2023-02,UK,Central,Core,SMB,884.75,113.27,100210.95,41644.76,58566.19,Actual
2023-02-01,2023-02,UK,Central,Core,Mid-Market,741.37,126.04,93438.19,39628.94,53809.25,Actual
2023-02-01,2023-02,UK,Central,Core,Enterprise,509.11,122.99,62613.3,24553.16,38060.14,Actual
2023-02-01,2023-02,UK,Central,Plus,SMB,980.5,225.09,220697.91,80145.15,140552.77,Actual
2023-02-01,2023-02,UK,Central,Plus,Mid-Market,808.01,222.23,179567.49,67385.52,112181.97,Actual
2023-02-01,2023-02,UK,Central,Plus,Enterprise,544.42,234.99,127932.53,48879.6,79052.93,Actual
2023-02-01,2023-02,UK,Central,Enterprise,SMB,981.47,414.21,406535.84,134698.17,271837.68,Actual
2023-02-01,2023-02,UK,Central,Enterprise,Mid-Market,789.45,409.21,323053.21,110073.91,212979.3,Actual
2023-02-01,2023-02,UK,Central,Enterprise,Enterprise,498.39,426.04,212332.15,72915.57,139416.58,Actual
2023-02-01,2023-02,UK,East,Core,SMB,990.12,118.16,116997.04,48740.92,68256.12,Actual
2023-02-01,2023-02,UK,East,Core,Mid-Market,648.2,118.4,76746.68,32598.46,44148.22,Actual
2023-02-01,2023-02,UK,East,Core,Enterprise,522.1,116.68,60918.18,26253.12,34665.06,Actual
2023-02-01,2023-02,UK,East,Plus,SMB,1013.39,222.73,225711.04,90599.39,135111.65,Actual
2023-02-01,2023-02,UK,East,Plus,Mid-Market,659.73,211.79,139720.54,50260.63,89459.91,Actual
2023-02-01,2023-02,UK,East,Plus,Enterprise,551.2,224.32,123644.8,46906.67,76738.12,Actual
2023-02-01,2023-02,UK,East,Enterprise,SMB,934.72,405.82,379325.58,138433.61,240891.98,Actual
2023-02-01,2023-02,UK,East,Enterprise,Mid-Market,710.53,421.38,299402.63,104013.32,195389.31,Actual
2023-02-01,2023-02,UK,East,Enterprise,Enterprise,511.23,422.82,216157.24,71750.62,144406.62,Actual
2023-02-01,2023-02,UK,International,Core,SMB,798.92,126.78,101283.87,44256.22,57027.65,Actual
2023-02-01,2023-02,UK,International,Core,Mid-Market,667.7,118.16,78895.36,32152.3,46743.06,Actual
2023-02-01,2023-02,UK,International,Core,Enterprise,410.38,120.2,49328.22,21397.93,27930.29,Actual
2023-02-01,2023-02,UK,International,Plus,SMB,665.65,230.1,153161.79,57925.59,95236.2,Actual
2023-02-01,2023-02,UK,International,Plus,Mid-Market,572.0,213.32,122018.16,44064.98,77953.17,Actual
2023-02-01,2023-02,UK,International,Plus,Enterprise,441.85,220.48,97421.7,35587.6,61834.09,Actual
2023-02-01,2023-02,UK,International,Enterprise,SMB,690.12,415.77,286931.06,102441.28,184489.78,Actual
2023-02-01,2023-02,UK,International,Enterprise,Mid-Market,579.92,401.06,232583.48,78495.4,154088.09,Actual
2023-02-01,2023-02,UK,International,Enterprise,Enterprise,405.51,386.02,156534.43,53135.02,103399.42,Actual
2023-03-01,2023-03,Canada,West,Core,SMB,1314.94,122.51,161088.13,71409.86,89678.27,Actual
2023-03-01,2023-03,Canada,West,Core,Mid-Market,1123.41,119.03,133721.19,54298.53,79422.66,Actual
2023-03-01,2023-03,Canada,West,Core,Enterprise,869.88,120.21,104570.78,43938.08,60632.7,Actual
2023-03-01,2023-03,Canada,West,Plus,SMB,1337.1,221.31,295910.48,111959.0,183951.48,Actual
2023-03-01,2023-03,Canada,West,Plus,Mid-Market,983.23,216.39,212762.89,80770.46,131992.44,Actual
2023-03-01,2023-03,Canada,West,Plus,Enterprise,690.01,215.3,148555.71,56631.41,91924.3,Actual
2023-03-01,2023-03,Canada,West,Enterprise,SMB,1312.36,438.95,576060.94,180284.1,395776.85,Actual
2023-03-01,2023-03,Canada,West,Enterprise,Mid-Market,1120.52,435.7,488209.2,155666.2,332543.0,Actual
2023-03-01,2023-03,Canada,West,Enterprise,Enterprise,701.59,415.32,291385.82,94887.87,196497.96,Actual
2023-03-01,2023-03,Canada,Central,Core,SMB,1092.46,116.0,126727.06,56023.32,70703.74,Actual
2023-03-01,2023-03,Canada,Central,Core,Mid-Market,963.19,124.58,119991.87,51487.68,68504.19,Actual
2023-03-01,2023-03,Canada,Central,Core,Enterprise,570.62,118.11,67396.92,28722.28,38674.63,Actual
2023-03-01,2023-03,Canada,Central,Plus,SMB,1051.05,224.71,236176.71,89100.09,147076.61,Actual
2023-03-01,2023-03,Canada,Central,Plus,Mid-Market,869.24,224.69,195311.9,75207.7,120104.2,Actual
2023-03-01,2023-03,Canada,Central,Plus,Enterprise,609.16,227.65,138677.21,50988.27,87688.95,Actual
2023-03-01,2023-03,Canada,Central,Enterprise,SMB,1222.35,427.47,522520.91,176007.32,346513.59,Actual
2023-03-01,2023-03,Canada,Central,Enterprise,Mid-Market,919.49,404.24,371691.8,129878.43,241813.36,Actual
2023-03-01,2023-03,Canada,Central,Enterprise,Enterprise,618.0,413.41,255489.49,89600.14,165889.35,Actual
2023-03-01,2023-03,Canada,East,Core,SMB,1044.34,114.93,120025.36,48056.53,71968.83,Actual
2023-03-01,2023-03,Canada,East,Core,Mid-Market,892.58,115.39,102995.03,45535.17,57459.85,Actual
2023-03-01,2023-03,Canada,East,Core,Enterprise,496.66,126.11,62632.72,26472.27,36160.45,Actual
2023-03-01,2023-03,Canada,East,Plus,SMB,1098.14,216.4,237640.46,91384.67,146255.78,Actual
2023-03-01,2023-03,Canada,East,Plus,Mid-Market,848.74,227.28,192903.9,73554.68,119349.22,Actual
2023-03-01,2023-03,Canada,East,Plus,Enterprise,603.08,217.6,131230.27,49782.31,81447.96,Actual
2023-03-01,2023-03,Canada,East,Enterprise,SMB,1133.95,398.45,451824.43,147407.05,304417.39,Actual
2023-03-01,2023-03,Canada,East,Enterprise,Mid-Market,901.93,422.15,380750.7,128740.71,252009.99,Actual
2023-03-01,2023-03,Canada,East,Enterprise,Enterprise,596.79,424.38,253266.85,84716.36,168550.5,Actual
2023-03-01,2023-03,Canada,International,Core,SMB,873.93,120.71,105487.61,43004.4,62483.21,Actual
2023-03-01,2023-03,Canada,International,Core,Mid-Market,740.3,113.87,84298.86,36498.66,47800.21,Actual
2023-03-01,2023-03,Canada,International,Core,Enterprise,520.8,120.92,62975.48,27229.46,35746.02,Actual
2023-03-01,2023-03,Canada,International,Plus,SMB,1056.13,226.69,239418.87,85954.74,153464.14,Actual
2023-03-01,2023-03,Canada,International,Plus,Mid-Market,643.5,215.88,138917.28,52829.88,86087.39,Actual
2023-03-01,2023-03,Canada,International,Plus,Enterprise,522.6,215.21,112469.78,42977.98,69491.8,Actual
2023-03-01,2023-03,Canada,International,Enterprise,SMB,875.64,412.29,361020.96,117567.22,243453.74,Actual
2023-03-01,2023-03,Canada,International,Enterprise,Mid-Market,663.94,402.97,267547.53,88303.02,179244.51,Actual
2023-03-01,2023-03,Canada,International,Enterprise,Enterprise,544.12,408.04,222022.23,81448.92,140573.31,Actual
2023-03-01,2023-03,USA,West,Core,SMB,1879.95,120.67,226845.46,92821.69,134023.77,Actual
