month_start,period,entity,region,department,ending_headcount,avg_monthly_salary,payroll_cost,scenario
2023-02-01,2023-02,Canada,Central,Sales,12,7906.4,94876.8,Actual
2023-02-01,2023-02,Canada,East,Sales,11,7217.33,79390.67,Actual
2023-02-01,2023-02,Canada,International,Sales,10,7917.24,79172.42,Actual
2023-02-01,2023-02,Canada,West,Marketing,8,7101.31,56810.49,Actual
2023-02-01,2023-02,Canada,Central,Marketing,7,8577.04,60039.3,Actual
2023-02-01,2023-02,Canada,East,Marketing,7,6735.58,47149.03,Actual
2023-02-01,2023-02,Canada,International,Marketing,5,6468.86,32344.28,Actual
2023-02-01,2023-02,Canada,West,Operations,19,6109.41,116078.76,Actual
2023-02-01,2023-02,Canada,Central,Operations,16,6227.0,99632.03,Actual
2023-02-01,2023-02,Canada,East,Operations,16,7215.5,115447.96,Actual
2023-02-01,2023-02,Canada,International,Operations,14,8227.31,115182.33,Actual
2023-02-01,2023-02,Canada,West,G&A,6,8514.74,51088.42,Actual
2023-02-01,2023-02,Canada,Central,G&A,5,6157.09,30785.43,Actual
2023-02-01,2023-02,Canada,East,G&A,5,5321.84,26609.18,Actual
2023-02-01,2023-02,Canada,International,G&A,4,7261.94,29047.77,Actual
2023-02-01,2023-02,Canada,West,Technology,11,7037.88,77416.66,Actual
2023-02-01,2023-02,Canada,Central,Technology,10,6926.34,69263.41,Actual
2023-02-01,2023-02,Canada,East,Technology,9,7152.09,64368.81,Actual
2023-02-01,2023-02,Canada,International,Technology,8,6956.29,55650.34,Actual
2023-02-01,2023-02,USA,West,Sales,20,6956.55,139130.9,Actual
2023-02-01,2023-02,USA,Central,Sales,17,8488.47,144304.03,Actual
2023-02-01,2023-02,USA,East,Sales,15,6199.99,92999.83,Actual
2023-02-01,2023-02,USA,International,Sales,13,8237.99,107093.93,Actual
2023-02-01,2023-02,USA,West,Marketing,11,8017.28,88190.09,Actual
2023-02-01,2023-02,USA,Central,Marketing,10,6503.38,65033.77,Actual
2023-02-01,2023-02,USA,East,Marketing,9,7841.4,70572.56,Actual
2023-02-01,2023-02,USA,International,Marketing,8,6582.54,52660.36,Actual
2023-02-01,2023-02,USA,West,Operations,25,7136.53,178413.31,Actual
2023-02-01,2023-02,USA,Central,Operations,20,7889.08,157781.58,Actual
2023-02-01,2023-02,USA,East,Operations,20,4694.66,93893.11,Actual
2023-02-01,2023-02,USA,International,Operations,17,6532.59,111053.96,Actual
2023-02-01,2023-02,USA,West,G&A,8,6673.1,53384.8,Actual
2023-02-01,2023-02,USA,Central,G&A,6,7657.14,45942.84,Actual
2023-02-01,2023-02,USA,East,G&A,6,6498.49,38990.94,Actual
2023-02-01,2023-02,USA,International,G&A,6,6263.58,37581.48,Actual
2023-02-01,2023-02,USA,West,Technology,15,8753.4,131300.97,Actual
2023-02-01,2023-02,USA,Central,Technology,14,6962.21,97470.96,Actual
2023-02-01,2023-02,USA,East,Technology,13,7655.28,99518.61,Actual
2023-02-01,2023-02,USA,International,Technology,11,6519.62,71715.84,Actual
2023-02-01,2023-02,UK,West,Sales,12,6743.97,80927.59,Actual
2023-02-01,2023-02,UK,Central,Sales,10,7344.62,73446.24,Actual
2023-02-01,2023-02,UK,East,Sales,10,7862.01,78620.1,Actual
2023-02-01,2023-02,UK,International,Sales,8,5842.65,46741.18,Actual
2023-02-01,2023-02,UK,West,Marketing,6,6867.25,41203.53,Actual
2023-02-01,2023-02,UK,Central,Marketing,6,6433.57,38601.4,Actual
2023-02-01,2023-02,UK,East,Marketing,6,6717.29,40303.73,Actual
2023-02-01,2023-02,UK,International,Marketing,5,7360.42,36802.08,Actual
2023-02-01,2023-02,UK,West,Operations,17,7610.37,129376.32,Actual
2023-02-01,2023-02,UK,Central,Operations,13,9677.91,125812.79,Actual
2023-02-01,2023-02,UK,East,Operations,13,6680.5,86846.51,Actual
2023-02-01,2023-02,UK,International,Operations,12,6777.84,81334.04,Actual
2023-02-01,2023-02,UK,West,G&A,5,6416.42,32082.11,Actual
2023-02-01,2023-02,UK,Central,G&A,5,7380.94,36904.71,Actual
2023-02-01,2023-02,UK,East,G&A,4,8911.59,35646.36,Actual
2023-02-01,2023-02,UK,International,G&A,3,8348.19,25044.58,Actual
2023-02-01,2023-02,UK,West,Technology,9,6257.53,56317.81,Actual
2023-02-01,2023-02,UK,Central,Technology,8,7653.27,61226.18,Actual
2023-02-01,2023-02,UK,East,Technology,8,7049.58,56396.62,Actual
2023-02-01,2023-02,UK,International,Technology,7,7732.16,54125.12,Actual
2023-03-01,2023-03,Canada,West,Sales,14,8184.75,114586.5,Actual
2023-03-01,2023-03,Canada,Central,Sales,13,7180.77,93350.06,Actual
2023-03-01,2023-03,Canada,East,Sales,11,7752.18,85274.01,Actual
2023-03-01,2023-03,Canada,International,Sales,9,6589.17,59302.5,Actual
2023-03-01,2023-03,Canada,West,Marketing,8,7088.28,56706.28,Actual
2023-03-01,2023-03,Canada,Central,Marketing,7,5859.18,41014.24,Actual
2023-03-01,2023-03,Canada,East,Marketing,7,8227.71,57593.95,Actual
2023-03-01,2023-03,Canada,International,Marketing,6,7299.79,43798.75,Actual
2023-03-01,2023-03,Canada,West,Operations,20,7105.66,142113.23,Actual
2023-03-01,2023-03,Canada,Central,Operations,16,4889.31,78228.92,Actual
2023-03-01,2023-03,Canada,East,Operations,15,7966.81,119502.2,Actual
2023-03-01,2023-03,Canada,International,Operations,14,6452.79,90339.04,Actual
2023-03-01,2023-03,Canada,West,G&A,6,8142.19,48853.15,Actual
2023-03-01,2023-03,Canada,Central,G&A,5,5145.05,25725.24,Actual
2023-03-01,2023-03,Canada,East,G&A,5,7885.29,39426.44,Actual
2023-03-01,2023-03,Canada,International,G&A,4,6971.26,27885.04,Actual
2023-03-01,2023-03,Canada,West,Technology,11,4886.87,53755.54,Actual
2023-03-01,2023-03,Canada,Central,Technology,10,7196.63,71966.26,Actual
2023-03-01,2023-03,Canada,East,Technology,10,7971.59,79715.9,Actual
2023-03-01,2023-03,Canada,International,Technology,8,7125.14,57001.1,Actual
2023-03-01,2023-03,USA,West,Sales,19,8070.2,153333.71,Actual
2023-03-01,2023-03,USA,Central,Sales,16,8195.03,131120.54,Actual
2023-03-01,2023-03,USA,East,Sales,15,6302.57,94538.56,Actual
2023-03-01,2023-03,USA,International,Sales,13,7384.67,96000.66,Actual
2023-03-01,2023-03,USA,West,Marketing,10,5996.95,59969.5,Actual
2023-03-01,2023-03,USA,Central,Marketing,10,6834.28,68342.79,Actual
2023-03-01,2023-03,USA,East,Marketing,9,6876.28,61886.49,Actual
2023-03-01,2023-03,USA,International,Marketing,8,8335.59,66684.68,Actual
2023-03-01,2023-03,USA,West,Operations,24,6720.49,161291.67,Actual
2023-03-01,2023-03,USA,Central,Operations,22,7741.74,170318.34,Actual
2023-03-01,2023-03,USA,East,Operations,21,6176.16,129699.36,Actual
2023-03-01,2023-03,USA,International,Operations,17,6734.91,114493.46,Actual
2023-03-01,2023-03,USA,West,G&A,8,8733.35,69866.84,Actual
2023-03-01,2023-03,USA,Central,G&A,7,6276.57,43935.98,Actual
2023-03-01,2023-03,USA,East,G&A,6,8128.57,48771.39,Actual
2023-03-01,2023-03,USA,International,G&A,5,8508.27,42541.35,Actual
2023-03-01,2023-03,USA,West,Technology,15,6539.11,98086.68,Actual
2023-03-01,2023-03,USA,Central,Technology,13,7835.87,101866.29,Actual
2023-03-01,2023-03,USA,East,Technology,13,7353.63,95597.25,Actual
2023-03-01,2023-03,USA,International,Technology,10,6912.81,69128.14,Actual
2023-03-01,2023-03,UK,West,Sales,12,7109.47,85313.59,Actual
2023-03-01,2023-03,UK,Central,Sales,10,5819.24,58192.37,Actual
2023-03-01,2023-03,UK,East,Sales,11,5972.94,65702.3,Actual
2023-03-01,2023-03,UK,International,Sales,8,5605.17,44841.4,Actual
2023-03-01,2023-03,UK,West,Marketing,6,7288.04,43728.26,Actual
2023-03-01,2023-03,UK,Central,Marketing,6,8335.35,50012.09,Actual
2023-03-01,2023-03,UK,East,Marketing,6,7065.17,42391.02,Actual
2023-03-01,2023-03,UK,International,Marketing,5,8549.11,42745.55,Actual
2023-03-01,2023-03,UK,West,Operations,16,6078.3,97252.86,Actual
2023-03-01,2023-03,UK,Central,Operations,14,7329.65,102615.06,Actual
2023-03-01,2023-03,UK,East,Operations,13,7894.67,102630.65,Actual
2023-03-01,2023-03,UK,International,Operations,11,7028.56,77314.19,Actual
2023-03-01,2023-03,UK,West,G&A,5,8549.06,42745.31,Actual
2023-03-01,2023-03,UK,Central,G&A,4,7265.12,29060.5,Actual
2023-03-01,2023-03,UK,East,G&A,4,7509.6,30038.4,Actual
2023-03-01,2023-03,UK,International,G&A,4,4720.93,18883.72,Actual
2023-03-01,2023-03,UK,West,Technology,10,6824.98,68249.77,Actual
2023-03-01,2023-03,UK,Central,Technology,8,6383.36,51066.86,Actual
2023-03-01,2023-03,UK,East,Technology,8,8452.79,67622.34,Actual
2023-03-01,2023-03,UK,International,Technology,7,8069.02,56483.11,Actual
2023-04-01,2023-04,Canada,West,Sales,13,7882.88,102477.45,Actual
2023-04-01,2023-04,Canada,Central,Sales,12,7516.82,90201.87,Actual
2023-04-01,2023-04,Canada,East,Sales,11,7777.46,85552.09,Actual
2023-04-01,2023-04,Canada,International,Sales,9,5922.16,53299.41,Actual
2023-04-01,2023-04,Canada,West,Marketing,8,5360.82,42886.52,Actual
2023-04-01,2023-04,Canada,Central,Marketing,7,7151.09,50057.65,Actual
2023-04-01,2023-04,Canada,East,Marketing,6,6577.59,39465.57,Actual
2023-04-01,2023-04,Canada,International,Marketing,6,8108.37,48650.19,Actual
2023-04-01,2023-04,Canada,West,Operations,18,6682.45,120284.06,Actual
2023-04-01,2023-04,Canada,Central,Operations,16,5020.76,80332.13,Actual
2023-04-01,2023-04,Canada,East,Operations,15,8041.25,120618.69,Actual
2023-04-01,2023-04,Canada,International,Operations,13,6416.31,83412.03,Actual
2023-04-01,2023-04,Canada,West,G&A,6,7219.44,43316.67,Actual
2023-04-01,2023-04,Canada,Central,G&A,5,7339.37,36696.83,Actual
2023-04-01,2023-04,Canada,East,G&A,5,8227.65,41138.24,Actual
2023-04-01,2023-04,Canada,International,G&A,4,7002.03,28008.11,Actual
2023-04-01,2023-04,Canada,West,Technology,12,7022.87,84274.44,Actual
2023-04-01,2023-04,Canada,Central,Technology,10,6597.58,65975.8,Actual
2023-04-01,2023-04,Canada,East,Technology,9,7521.45,67693.02,Actual
2023-04-01,2023-04,Canada,International,Technology,8,7443.93,59551.45,Actual
2023-04-01,2023-04,USA,West,Sales,18,5288.96,95201.27,Actual
2023-04-01,2023-04,USA,Central,Sales,17,7333.62,124671.49,Actual
2023-04-01,2023-04,USA,East,Sales,16,6594.31,105508.98,Actual
2023-04-01,2023-04,USA,International,Sales,13,7561.32,98297.16,Actual
2023-04-01,2023-04,USA,West,Marketing,12,7210.05,86520.61,Actual
2023-04-01,2023-04,USA,Central,Marketing,10,6910.57,69105.71,Actual
2023-04-01,2023-04,USA,East,Marketing,8,8070.69,64565.49,Actual
2023-04-01,2023-04,USA,International,Marketing,8,7839.7,62717.57,Actual
2023-04-01,2023-04,USA,West,Operations,25,7737.35,193433.76,Actual
2023-04-01,2023-04,USA,Central,Operations,23,8658.14,199137.28,Actual
2023-04-01,2023-04,USA,East,Operations,21,7257.44,152406.22,Actual
2023-04-01,2023-04,USA,International,Operations,16,7340.09,117441.48,Actual
2023-04-01,2023-04,USA,West,G&A,8,7838.13,62705.01,Actual
2023-04-01,2023-04,USA,Central,G&A,7,7114.36,49800.55,Actual
2023-04-01,2023-04,USA,East,G&A,7,5616.64,39316.49,Actual
2023-04-01,2023-04,USA,International,G&A,6,6481.33,38887.99,Actual
2023-04-01,2023-04,USA,West,Technology,14,7018.4,98257.64,Actual
2023-04-01,2023-04,USA,Central,Technology,13,7054.71,91711.29,Actual
2023-04-01,2023-04,USA,East,Technology,13,8206.69,106686.93,Actual
2023-04-01,2023-04,USA,International,Technology,10,8017.6,80176.01,Actual
2023-04-01,2023-04,UK,West,Sales,12,8125.96,97511.57,Actual
2023-04-01,2023-04,UK,Central,Sales,10,6000.98,60009.8,Actual
2023-04-01,2023-04,UK,East,Sales,9,6037.37,54336.36,Actual
2023-04-01,2023-04,UK,International,Sales,8,8529.23,68233.84,Actual
2023-04-01,2023-04,UK,West,Marketing,7,7766.22,54363.55,Actual
2023-04-01,2023-04,UK,Central,Marketing,6,7362.29,44173.73,Actual
2023-04-01,2023-04,UK,East,Marketing,6,5896.69,35380.13,Actual
2023-04-01,2023-04,UK,International,Marketing,5,7844.33,39221.63,Actual
2023-04-01,2023-04,UK,West,Operations,14,8401.91,117626.71,Actual
2023-04-01,2023-04,UK,Central,Operations,14,7845.05,109830.77,Actual
2023-04-01,2023-04,UK,East,Operations,13,5649.55,73444.15,Actual
2023-04-01,2023-04,UK,International,Operations,11,7125.67,78382.36,Actual
2023-04-01,2023-04,UK,West,G&A,5,8178.85,40894.23,Actual
2023-04-01,2023-04,UK,Central,G&A,4,8929.11,35716.45,Actual
2023-04-01,2023-04,UK,East,G&A,4,6577.91,26311.64,Actual
2023-04-01,2023-04,UK,International,G&A,3,7574.1,22722.29,Actual
2023-04-01,2023-04,UK,West,Technology,10,5879.67,58796.69,Actual
2023-04-01,2023-04,UK,Central,Technology,9,8648.59,77837.29,Actual
2023-04-01,2023-04,UK,East,Technology,8,8037.91,64303.29,Actual
2023-04-01,2023-04,UK,International,Technology,7,8060.27,56421.92,Actual
2023-05-01,2023-05,Canada,West,Sales,13,6475.14,84176.8,Actual
2023-05-01,2023-05,Canada,Central,Sales,12,5821.0,69852.0,Actual
2023-05-01,2023-05,Canada,East,Sales,11,7427.59,81703.48,Actual
2023-05-01,2023-05,Canada,International,Sales,10,7562.45,75624.46,Actual
2023-05-01,2023-05,Canada,West,Marketing,8,8248.03,65984.23,Actual
2023-05-01,2023-05,Canada,Central,Marketing,7,7051.43,49359.98,Actual
2023-05-01,2023-05,Canada,East,Marketing,7,7128.79,49901.53,Actual
2023-05-01,2023-05,Canada,International,Marketing,6,8067.36,48404.18,Actual
2023-05-01,2023-05,Canada,West,Operations,17,7479.43,127150.33,Actual
2023-05-01,2023-05,Canada,Central,Operations,16,7496.96,119951.41,Actual
2023-05-01,2023-05,Canada,East,Operations,15,6194.77,92921.59,Actual
2023-05-01,2023-05,Canada,International,Operations,13,7111.98,92455.8,Actual
2023-05-01,2023-05,Canada,West,G&A,6,8835.58,53013.48,Actual
2023-05-01,2023-05,Canada,Central,G&A,5,7974.17,39870.83,Actual
2023-05-01,2023-05,Canada,East,G&A,5,6831.99,34159.97,Actual
2023-05-01,2023-05,Canada,International,G&A,4,6630.8,26523.22,Actual
2023-05-01,2023-05,Canada,West,Technology,12,7848.44,94181.25,Actual
2023-05-01,2023-05,Canada,Central,Technology,10,8122.62,81226.21,Actual
2023-05-01,2023-05,Canada,East,Technology,9,8039.55,72355.91,Actual
2023-05-01,2023-05,Canada,International,Technology,8,6353.16,50825.26,Actual
2023-05-01,2023-05,USA,West,Sales,19,8294.29,157591.44,Actual
2023-05-01,2023-05,USA,Central,Sales,17,7218.72,122718.3,Actual
2023-05-01,2023-05,USA,East,Sales,16,7322.78,117164.55,Actual
2023-05-01,2023-05,USA,International,Sales,13,6081.64,79061.34,Actual
2023-05-01,2023-05,USA,West,Marketing,11,7271.87,79990.58,Actual
2023-05-01,2023-05,USA,Central,Marketing,10,7808.49,78084.91,Actual
2023-05-01,2023-05,USA,East,Marketing,9,7706.68,69360.13,Actual
2023-05-01,2023-05,USA,International,Marketing,8,8841.02,70728.18,Actual
2023-05-01,2023-05,USA,West,Operations,25,9306.65,232666.26,Actual
2023-05-01,2023-05,USA,Central,Operations,22,7007.69,154169.19,Actual
2023-05-01,2023-05,USA,East,Operations,20,5901.4,118028.01,Actual
2023-05-01,2023-05,USA,International,Operations,17,6408.35,108942.02,Actual
2023-05-01,2023-05,USA,West,G&A,8,6726.45,53811.61,Actual
2023-05-01,2023-05,USA,Central,G&A,7,8353.78,58476.46,Actual
2023-05-01,2023-05,USA,East,G&A,6,9071.24,54427.45,Actual
2023-05-01,2023-05,USA,International,G&A,5,7064.47,35322.37,Actual
2023-05-01,2023-05,USA,West,Technology,15,8042.86,120642.84,Actual
2023-05-01,2023-05,USA,Central,Technology,12,5901.2,70814.35,Actual
2023-05-01,2023-05,USA,East,Technology,13,8596.24,111751.12,Actual
2023-05-01,2023-05,USA,International,Technology,11,5983.61,65819.68,Actual
2023-05-01,2023-05,UK,West,Sales,11,8705.69,95762.6,Actual
2023-05-01,2023-05,UK,Central,Sales,10,6351.33,63513.33,Actual
2023-05-01,2023-05,UK,East,Sales,10,8109.99,81099.87,Actual
2023-05-01,2023-05,UK,International,Sales,9,6344.96,57104.66,Actual
2023-05-01,2023-05,UK,West,Marketing,6,7319.85,43919.1,Actual
2023-05-01,2023-05,UK,Central,Marketing,6,7528.14,45168.85,Actual
2023-05-01,2023-05,UK,East,Marketing,6,5639.61,33837.66,Actual
2023-05-01,2023-05,UK,International,Marketing,5,6213.04,31065.19,Actual
2023-05-01,2023-05,UK,West,Operations,16,6772.54,108360.62,Actual
2023-05-01,2023-05,UK,Central,Operations,13,6651.09,86464.14,Actual
2023-05-01,2023-05,UK,East,Operations,12,7236.39,86836.63,Actual
2023-05-01,2023-05,UK,International,Operations,11,7907.67,86984.35,Actual
2023-05-01,2023-05,UK,West,G&A,5,8719.34,43596.71,Actual
2023-05-01,2023-05,UK,Central,G&A,4,7668.61,30674.44,Actual
2023-05-01,2023-05,UK,East,G&A,4,6635.1,26540.41,Actual
2023-05-01,2023-05,UK,International,G&A,3,7380.08,22140.25,Actual
2023-05-01,2023-05,UK,West,Technology,9,9408.54,84676.9,Actual
2023-05-01,2023-05,UK,Central,Technology,9,9147.58,82328.21,Actual
2023-05-01,2023-05,UK,East,Technology,8,7695.52,61564.13,Actual
2023-05-01,2023-05,UK,International,Technology,7,7994.63,55962.43,Actual
2023-06-01,2023-06,Canada,West,Sales,13,4911.22,63845.81,Actual
2023-06-01,2023-06,Canada,Central,Sales,12,5890.07,70680.89,Actual
2023-06-01,2023-06,Canada,East,Sales,12,8834.11,106009.32,Actual
2023-06-01,2023-06,Canada,International,Sales,9,8362.54,75262.9,Actual
2023-06-01,2023-06,Canada,West,Marketing,8,5787.2,46297.61,Actual
2023-06-01,2023-06,Canada,Central,Marketing,7,6677.85,46744.97,Actual
2023-06-01,2023-06,Canada,East,Marketing,7,6094.1,42658.69,Actual
2023-06-01,2023-06,Canada,International,Marketing,6,6582.66,39495.95,Actual
2023-06-01,2023-06,Canada,West,Operations,19,7004.89,133092.86,Actual
2023-06-01,2023-06,Canada,Central,Operations,16,7008.03,112128.53,Actual
2023-06-01,2023-06,Canada,East,Operations,17,6824.79,116021.44,Actual
2023-06-01,2023-06,Canada,International,Operations,12,7725.09,92701.08,Actual
2023-06-01,2023-06,Canada,West,G&A,6,5926.29,35557.74,Actual
2023-06-01,2023-06,Canada,Central,G&A,6,6882.77,41296.61,Actual
2023-06-01,2023-06,Canada,East,G&A,5,7343.85,36719.26,Actual
2023-06-01,2023-06,Canada,International,G&A,4,5688.23,22752.92,Actual
2023-06-01,2023-06,Canada,West,Technology,12,9078.54,108942.54,Actual
2023-06-01,2023-06,Canada,Central,Technology,10,6088.2,60881.99,Actual
2023-06-01,2023-06,Canada,East,Technology,9,7386.19,66475.75,Actual
2023-06-01,2023-06,Canada,International,Technology,9,6894.6,62051.38,Actual
2023-06-01,2023-06,USA,West,Sales,19,5908.17,112255.19,Actual
2023-06-01,2023-06,USA,Central,Sales,15,6765.48,101482.19,Actual
2023-06-01,2023-06,USA,East,Sales,16,7261.99,116191.79,Actual
2023-06-01,2023-06,USA,International,Sales,13,7450.27,96853.53,Actual
2023-06-01,2023-06,USA,West,Marketing,11,6650.8,73158.82,Actual
2023-06-01,2023-06,USA,Central,Marketing,10,6452.21,64522.06,Actual
2023-06-01,2023-06,USA,East,Marketing,10,6479.65,64796.48,Actual
2023-06-01,2023-06,USA,International,Marketing,7,7694.7,53862.92,Actual
2023-06-01,2023-06,USA,West,Operations,25,7494.17,187354.18,Actual
2023-06-01,2023-06,USA,Central,Operations,22,6218.65,136810.23,Actual
2023-06-01,2023-06,USA,East,Operations,22,8004.19,176092.14,Actual
2023-06-01,2023-06,USA,International,Operations,18,6724.5,121041.04,Actual
2023-06-01,2023-06,USA,West,G&A,8,7377.63,59021.05,Actual
2023-06-01,2023-06,USA,Central,G&A,7,8244.22,57709.56,Actual
2023-06-01,2023-06,USA,East,G&A,7,5833.84,40836.91,Actual
2023-06-01,2023-06,USA,International,G&A,6,7700.39,46202.33,Actual
2023-06-01,2023-06,USA,West,Technology,15,7565.89,113488.32,Actual
2023-06-01,2023-06,USA,Central,Technology,13,8149.82,105947.63,Actual
2023-06-01,2023-06,USA,East,Technology,12,7001.25,84014.99,Actual
2023-06-01,2023-06,USA,International,Technology,11,8134.96,89484.51,Actual
2023-06-01,2023-06,UK,West,Sales,12,7771.47,93257.6,Actual
2023-06-01,2023-06,UK,Central,Sales,10,7171.03,71710.33,Actual
2023-06-01,2023-06,UK,East,Sales,10,7029.85,70298.48,Actual
2023-06-01,2023-06,UK,International,Sales,8,6508.51,52068.07,Actual
2023-06-01,2023-06,UK,West,Marketing,7,6975.79,48830.54,Actual
2023-06-01,2023-06,UK,Central,Marketing,6,6908.98,41453.89,Actual
2023-06-01,2023-06,UK,East,Marketing,6,6756.21,40537.26,Actual
2023-06-01,2023-06,UK,International,Marketing,5,7204.63,36023.14,Actual
2023-06-01,2023-06,UK,West,Operations,16,7037.5,112600.08,Actual
2023-06-01,2023-06,UK,Central,Operations,13,5941.73,77242.44,Actual
2023-06-01,2023-06,UK,East,Operations,14,6183.17,86564.33,Actual
2023-06-01,2023-06,UK,International,Operations,11,7665.3,84318.3,Actual
2023-06-01,2023-06,UK,West,G&A,5,7668.78,38343.9,Actual
2023-06-01,2023-06,UK,Central,G&A,4,7414.7,29658.81,Actual
2023-06-01,2023-06,UK,East,G&A,4,6919.08,27676.33,Actual
2023-06-01,2023-06,UK,International,G&A,3,8149.83,24449.49,Actual
2023-06-01,2023-06,UK,West,Technology,10,7186.01,71860.08,Actual
2023-06-01,2023-06,UK,Central,Technology,9,8065.22,72587.02,Actual
2023-06-01,2023-06,UK,East,Technology,9,5619.39,50574.54,Actual
2023-06-01,2023-06,UK,International,Technology,7,7741.42,54189.95,Actual
2023-07-01,2023-07,Canada,West,Sales,14,7426.43,103970.01,Actual
2023-07-01,2023-07,Canada,Central,Sales,13,6453.76,83898.84,Actual
2023-07-01,2023-07,Canada,East,Sales,12,7984.22,95810.62,Actual
2023-07-01,2023-07,Canada,International,Sales,9,7071.94,63647.49,Actual
2023-07-01,2023-07,Canada,West,Marketing,8,6483.48,51867.85,Actual
2023-07-01,2023-07,Canada,Central,Marketing,7,7078.46,49549.22,Actual
2023-07-01,2023-07,Canada,East,Marketing,7,7779.36,54455.52,Actual
2023-07-01,2023-07,Canada,International,Marketing,5,7786.95,38934.76,Actual
