month_start,period,entity,region,product,customer_segment,units,unit_price,revenue,cogs,gross_profit,scenario
2023-01-01,2023-01,UK,West,Enterprise,SMB,1324.93,415.69,542014.43,181554.53,398752.05,Budget
2023-01-01,2023-01,UK,West,Enterprise,Mid-Market,846.97,433.16,358888.59,129945.29,228061.14,Budget
2023-01-01,2023-01,UK,West,Enterprise,Enterprise,576.27,431.27,239794.08,82403.02,154912.15,Budget
2023-01-01,2023-01,UK,Central,Core,SMB,1063.89,121.62,120950.78,49967.04,71087.63,Budget
2023-01-01,2023-01,UK,Central,Core,Mid-Market,730.98,120.04,84602.28,36652.89,47609.02,Budget
2023-01-01,2023-01,UK,Central,Core,Enterprise,536.43,123.9,64213.58,26472.89,35810.54,Budget
2023-01-01,2023-01,UK,Central,Plus,SMB,1169.16,236.96,255013.03,91505.1,170029.64,Budget
2023-01-01,2023-01,UK,Central,Plus,Mid-Market,744.52,238.35,169374.15,56423.65,108048.2,Budget
2023-01-01,2023-01,UK,Central,Plus,Enterprise,544.85,237.32,122076.87,47331.1,75334.61,Budget
2023-01-01,2023-01,UK,Central,Enterprise,SMB,1018.05,402.63,376989.96,120917.78,239052.3,Budget
2023-01-01,2023-01,UK,Central,Enterprise,Mid-Market,759.47,428.27,310719.76,106078.03,190110.95,Budget
2023-01-01,2023-01,UK,Central,Enterprise,Enterprise,486.63,458.96,194045.02,64792.25,130735.88,Budget
2023-01-01,2023-01,UK,East,Core,SMB,1032.47,122.64,118540.71,54228.56,66167.1,Budget
2023-01-01,2023-01,UK,East,Core,Mid-Market,727.74,120.59,82937.64,35183.92,49020.15,Budget
2023-01-01,2023-01,UK,East,Core,Enterprise,523.5,125.7,59925.23,25400.68,35704.2,Budget
2023-01-01,2023-01,UK,East,Plus,SMB,927.74,213.97,197950.15,76821.19,124521.6,Budget
2023-01-01,2023-01,UK,East,Plus,Mid-Market,806.77,226.99,165948.62,69743.73,104619.61,Budget
2023-01-01,2023-01,UK,East,Plus,Enterprise,405.85,246.46,95946.35,35883.59,55560.05,Budget
2023-01-01,2023-01,UK,East,Enterprise,SMB,948.68,433.79,397917.81,138468.54,256655.16,Budget
2023-01-01,2023-01,UK,East,Enterprise,Mid-Market,700.09,417.2,280909.11,100181.5,188810.51,Budget
2023-01-01,2023-01,UK,East,Enterprise,Enterprise,505.34,426.39,221264.61,76627.44,139059.06,Budget
2023-01-01,2023-01,UK,International,Core,SMB,753.15,138.34,98845.5,41945.42,55734.03,Budget
2023-01-01,2023-01,UK,International,Core,Mid-Market,570.05,125.25,68348.03,27817.62,37628.09,Budget
2023-01-01,2023-01,UK,International,Core,Enterprise,469.21,126.72,52921.77,21812.81,31212.82,Budget
2023-01-01,2023-01,UK,International,Plus,SMB,891.02,232.57,185652.27,72985.55,120278.17,Budget
2023-01-01,2023-01,UK,International,Plus,Mid-Market,612.45,224.35,120438.02,51416.08,80702.82,Budget
2023-01-01,2023-01,UK,International,Plus,Enterprise,436.73,236.58,100820.16,40233.87,60514.53,Budget
2023-01-01,2023-01,UK,International,Enterprise,SMB,815.58,451.92,328654.23,116530.84,215491.56,Budget
2023-01-01,2023-01,UK,International,Enterprise,Mid-Market,642.45,451.72,269556.24,88005.71,168434.27,Budget
2023-01-01,2023-01,UK,International,Enterprise,Enterprise,444.03,429.14,178093.16,64538.29,114688.85,Budget
2023-02-01,2023-02,Canada,West,Core,SMB,1215.07,123.76,145138.4,62613.82,79577.91,Budget
2023-02-01,2023-02,Canada,West,Core,Mid-Market,1081.16,135.46,134250.05,59516.63,78567.08,Budget
2023-02-01,2023-02,Canada,West,Core,Enterprise,677.11,128.89,87553.02,35356.47,49684.93,Budget
2023-02-01,2023-02,Canada,West,Plus,SMB,1250.6,250.17,285200.55,109115.22,178228.69,Budget
2023-02-01,2023-02,Canada,West,Plus,Mid-Market,984.44,237.73,224936.14,81387.2,133092.93,Budget
2023-02-01,2023-02,Canada,West,Plus,Enterprise,704.59,218.98,161272.18,59983.23,93599.97,Budget
2023-02-01,2023-02,Canada,West,Enterprise,SMB,1456.91,449.33,577885.38,195052.34,399843.67,Budget
2023-02-01,2023-02,Canada,West,Enterprise,Mid-Market,1042.19,442.01,427570.55,146241.74,290157.99,Budget
2023-02-01,2023-02,Canada,West,Enterprise,Enterprise,700.52,437.75,285142.19,98595.8,197673.14,Budget
2023-02-01,2023-02,Canada,Central,Core,SMB,1241.23,124.67,160205.51,66274.05,99323.48,Budget
2023-02-01,2023-02,Canada,Central,Core,Mid-Market,945.88,124.28,104336.02,46311.32,58864.95,Budget
2023-02-01,2023-02,Canada,Central,Core,Enterprise,663.61,124.73,75199.85,30651.78,43363.07,Budget
2023-02-01,2023-02,Canada,Central,Plus,SMB,1306.3,247.07,294821.5,104145.8,177922.86,Budget
2023-02-01,2023-02,Canada,Central,Plus,Mid-Market,957.9,237.6,204918.44,82014.81,132835.14,Budget
2023-02-01,2023-02,Canada,Central,Plus,Enterprise,633.82,218.83,145890.96,58480.16,86177.15,Budget
2023-02-01,2023-02,Canada,Central,Enterprise,SMB,1120.71,455.33,451756.87,159541.82,299456.65,Budget
2023-02-01,2023-02,Canada,Central,Enterprise,Mid-Market,1049.33,470.88,442999.56,155785.02,277812.15,Budget
2023-02-01,2023-02,Canada,Central,Enterprise,Enterprise,590.0,439.9,258195.26,89981.27,172810.05,Budget
2023-02-01,2023-02,Canada,East,Core,SMB,1326.89,123.14,155039.97,61266.5,92197.33,Budget
2023-02-01,2023-02,Canada,East,Core,Mid-Market,813.28,113.43,93909.69,37741.72,54867.08,Budget
2023-02-01,2023-02,Canada,East,Core,Enterprise,585.01,123.13,69032.45,27702.86,41372.81,Budget
2023-02-01,2023-02,Canada,East,Plus,SMB,1248.43,234.09,305136.11,109012.84,177849.41,Budget
2023-02-01,2023-02,Canada,East,Plus,Mid-Market,822.72,239.04,176746.46,64706.7,112888.9,Budget
2023-02-01,2023-02,Canada,East,Plus,Enterprise,693.09,226.23,157991.0,62532.62,96771.89,Budget
2023-02-01,2023-02,Canada,East,Enterprise,SMB,958.33,443.39,433397.03,149285.82,291119.97,Budget
2023-02-01,2023-02,Canada,East,Enterprise,Mid-Market,920.72,425.9,397459.79,129340.51,257811.2,Budget
2023-02-01,2023-02,Canada,East,Enterprise,Enterprise,600.17,444.4,264913.66,86627.75,163987.4,Budget
2023-02-01,2023-02,Canada,International,Core,SMB,985.41,126.18,117049.56,48665.81,66404.67,Budget
2023-02-01,2023-02,Canada,International,Core,Mid-Market,763.68,134.02,93248.88,40198.52,50866.69,Budget
2023-02-01,2023-02,Canada,International,Core,Enterprise,459.36,119.67,53407.71,24216.63,31085.63,Budget
2023-02-01,2023-02,Canada,International,Plus,SMB,991.34,216.58,199840.67,84074.1,129647.49,Budget
2023-02-01,2023-02,Canada,International,Plus,Mid-Market,736.66,252.25,162979.35,61827.22,102165.98,Budget
2023-02-01,2023-02,Canada,International,Plus,Enterprise,584.55,246.83,136480.82,49798.93,88233.99,Budget
2023-02-01,2023-02,Canada,International,Enterprise,SMB,973.42,435.78,418471.26,156242.54,284999.69,Budget
2023-02-01,2023-02,Canada,International,Enterprise,Mid-Market,712.06,461.82,301294.34,102348.64,182619.73,Budget
2023-02-01,2023-02,Canada,International,Enterprise,Enterprise,441.66,432.54,181842.7,56131.97,123052.98,Budget
2023-02-01,2023-02,USA,West,Core,SMB,1757.68,124.87,214306.93,97231.56,120021.06,Budget
2023-02-01,2023-02,USA,West,Core,Mid-Market,1410.78,135.56,174461.12,71325.05,107598.3,Budget
2023-02-01,2023-02,USA,West,Core,Enterprise,864.42,124.0,105143.73,44424.03,61071.06,Budget
2023-02-01,2023-02,USA,West,Plus,SMB,1836.48,213.49,372444.69,145221.15,233352.97,Budget
2023-02-01,2023-02,USA,West,Plus,Mid-Market,1250.86,232.62,279784.48,110252.26,168637.44,Budget
2023-02-01,2023-02,USA,West,Plus,Enterprise,927.02,231.84,195772.98,77267.68,125894.93,Budget
2023-02-01,2023-02,USA,West,Enterprise,SMB,1754.43,449.99,794787.18,265125.78,527689.0,Budget
2023-02-01,2023-02,USA,West,Enterprise,Mid-Market,1434.25,420.41,599048.5,199386.53,394607.54,Budget
2023-02-01,2023-02,USA,West,Enterprise,Enterprise,964.65,435.36,419848.99,136957.32,276859.11,Budget
2023-02-01,2023-02,USA,Central,Core,SMB,1491.47,136.6,182613.19,77839.03,105581.62,Budget
2023-02-01,2023-02,USA,Central,Core,Mid-Market,1158.12,127.06,143616.67,59627.18,81454.2,Budget
2023-02-01,2023-02,USA,Central,Core,Enterprise,850.23,129.91,105721.44,42628.35,57359.15,Budget
2023-02-01,2023-02,USA,Central,Plus,SMB,1585.38,226.62,328221.69,124269.54,205475.26,Budget
2023-02-01,2023-02,USA,Central,Plus,Mid-Market,1023.24,213.52,211656.59,84256.73,129285.86,Budget
2023-02-01,2023-02,USA,Central,Plus,Enterprise,984.11,232.66,210033.3,80322.65,140178.45,Budget
2023-02-01,2023-02,USA,Central,Enterprise,SMB,1630.68,479.19,769255.02,277288.92,481829.92,Budget
2023-02-01,2023-02,USA,Central,Enterprise,Mid-Market,1187.02,413.16,521169.69,156530.66,336899.46,Budget
2023-02-01,2023-02,USA,Central,Enterprise,Enterprise,853.71,413.16,357475.08,114191.92,238345.76,Budget
2023-02-01,2023-02,USA,East,Core,SMB,1528.63,123.4,172330.21,75816.04,93521.72,Budget
2023-02-01,2023-02,USA,East,Core,Mid-Market,1239.73,126.86,151350.14,64997.57,84867.55,Budget
2023-02-01,2023-02,USA,East,Core,Enterprise,809.36,122.14,95638.01,40872.16,50515.59,Budget
2023-02-01,2023-02,USA,East,Plus,SMB,1547.69,235.34,335992.56,130921.01,198108.65,Budget
2023-02-01,2023-02,USA,East,Plus,Mid-Market,1059.22,212.84,228657.45,96038.92,142006.61,Budget
2023-02-01,2023-02,USA,East,Plus,Enterprise,992.2,219.7,207241.65,81641.86,122004.69,Budget
2023-02-01,2023-02,USA,East,Enterprise,SMB,1423.0,418.19,592861.01,200221.73,421505.86,Budget
2023-02-01,2023-02,USA,East,Enterprise,Mid-Market,1051.33,442.39,435390.39,150377.68,309690.91,Budget
2023-02-01,2023-02,USA,East,Enterprise,Enterprise,851.0,447.75,355723.88,120699.98,233303.68,Budget
2023-02-01,2023-02,USA,International,Core,SMB,1155.03,117.27,138216.26,60076.4,82970.8,Budget
2023-02-01,2023-02,USA,International,Core,Mid-Market,1024.24,121.62,120965.99,50013.1,70849.75,Budget
2023-02-01,2023-02,USA,International,Core,Enterprise,774.34,127.18,83773.46,36002.76,50042.29,Budget
2023-02-01,2023-02,USA,International,Plus,SMB,1210.63,239.52,263239.53,100119.68,176696.56,Budget
2023-02-01,2023-02,USA,International,Plus,Mid-Market,827.67,218.92,168872.55,71146.97,113487.75,Budget
2023-02-01,2023-02,USA,International,Plus,Enterprise,709.49,227.99,152749.29,60808.66,91173.94,Budget
2023-02-01,2023-02,USA,International,Enterprise,SMB,1136.53,453.68,482837.39,143021.9,308370.65,Budget
2023-02-01,2023-02,USA,International,Enterprise,Mid-Market,908.86,443.52,371047.62,122789.53,279641.23,Budget
2023-02-01,2023-02,USA,International,Enterprise,Enterprise,681.88,455.88,292934.23,97272.43,198555.57,Budget
2023-02-01,2023-02,UK,West,Core,SMB,1217.33,122.38,144660.29,59490.31,85408.31,Budget
2023-02-01,2023-02,UK,West,Core,Mid-Market,984.27,120.05,111129.08,47528.71,63411.53,Budget
2023-02-01,2023-02,UK,West,Core,Enterprise,634.31,121.99,78371.37,34616.46,46962.35,Budget
2023-02-01,2023-02,UK,West,Plus,SMB,1032.91,233.25,221537.21,94356.06,156514.76,Budget
2023-02-01,2023-02,UK,West,Plus,Mid-Market,976.27,233.32,217123.11,81303.43,135146.46,Budget
2023-02-01,2023-02,UK,West,Plus,Enterprise,601.1,233.67,130748.84,47989.19,78377.93,Budget
2023-02-01,2023-02,UK,West,Enterprise,SMB,1134.87,451.76,490600.61,172133.34,343259.42,Budget
2023-02-01,2023-02,UK,West,Enterprise,Mid-Market,1025.53,444.42,447508.27,151362.9,314038.24,Budget
2023-02-01,2023-02,UK,West,Enterprise,Enterprise,716.53,443.33,296312.28,90362.47,195360.15,Budget
2023-02-01,2023-02,UK,Central,Core,SMB,920.98,114.55,108840.74,44391.27,61526.25,Budget
2023-02-01,2023-02,UK,Central,Core,Mid-Market,778.38,126.65,95370.09,42010.03,55645.58,Budget
2023-02-01,2023-02,UK,Central,Core,Enterprise,531.24,128.75,64462.02,25067.85,38122.15,Budget
2023-02-01,2023-02,UK,Central,Plus,SMB,1025.22,240.52,220850.41,84094.59,148765.87,Budget
2023-02-01,2023-02,UK,Central,Plus,Mid-Market,824.42,242.82,186468.01,70550.09,117248.32,Budget
2023-02-01,2023-02,UK,Central,Plus,Enterprise,542.72,253.85,130661.9,50976.75,84422.98,Budget
2023-02-01,2023-02,UK,Central,Enterprise,SMB,1073.56,421.5,421417.28,147019.36,289211.21,Budget
2023-02-01,2023-02,UK,Central,Enterprise,Mid-Market,844.82,416.77,335530.72,115023.38,218146.85,Budget
2023-02-01,2023-02,UK,Central,Enterprise,Enterprise,498.27,440.82,231575.53,76690.79,152135.38,Budget
2023-02-01,2023-02,UK,East,Core,SMB,1044.94,121.36,127331.22,51488.44,73638.47,Budget
2023-02-01,2023-02,UK,East,Core,Mid-Market,659.84,128.01,83045.03,34511.76,45286.91,Budget
2023-02-01,2023-02,UK,East,Core,Enterprise,547.48,124.65,64392.78,28039.18,37451.0,Budget
2023-02-01,2023-02,UK,East,Plus,SMB,1044.35,226.15,236742.4,94233.12,145052.54,Budget
2023-02-01,2023-02,UK,East,Plus,Mid-Market,671.45,228.86,152380.39,52774.12,94095.91,Budget
2023-02-01,2023-02,UK,East,Plus,Enterprise,566.07,231.88,128312.38,51282.51,80409.57,Budget
2023-02-01,2023-02,UK,East,Enterprise,SMB,944.38,429.22,407694.85,145249.76,263554.23,Budget
2023-02-01,2023-02,UK,East,Enterprise,Mid-Market,762.63,429.19,309419.75,109919.9,195392.11,Budget
2023-02-01,2023-02,UK,East,Enterprise,Enterprise,541.95,421.62,233601.78,77291.07,153813.76,Budget
2023-02-01,2023-02,UK,International,Core,SMB,822.67,133.77,104788.16,45100.43,59299.5,Budget
2023-02-01,2023-02,UK,International,Core,Mid-Market,715.07,124.22,86273.76,34498.56,50003.89,Budget
2023-02-01,2023-02,UK,International,Core,Enterprise,411.09,125.18,50219.52,22350.35,28745.9,Budget
2023-02-01,2023-02,UK,International,Plus,SMB,691.39,248.93,163003.58,62572.0,95424.72,Budget
2023-02-01,2023-02,UK,International,Plus,Mid-Market,601.59,230.17,133632.93,44221.73,81028.85,Budget
2023-02-01,2023-02,UK,International,Plus,Enterprise,477.65,230.23,99631.95,35712.16,63165.93,Budget
2023-02-01,2023-02,UK,International,Enterprise,SMB,689.66,437.29,308992.99,103688.07,195140.72,Budget
2023-02-01,2023-02,UK,International,Enterprise,Mid-Market,623.62,421.08,232974.03,83329.64,161539.88,Budget
2023-02-01,2023-02,UK,International,Enterprise,Enterprise,423.88,398.99,164768.71,56604.45,115985.14,Budget
2023-03-01,2023-03,Canada,West,Core,SMB,1385.12,134.19,170871.44,74767.13,94561.83,Budget
2023-03-01,2023-03,Canada,West,Core,Mid-Market,1138.41,126.07,132415.81,55608.21,83655.51,Budget
2023-03-01,2023-03,Canada,West,Core,Enterprise,944.53,131.38,109057.24,46340.24,65454.87,Budget
2023-03-01,2023-03,Canada,West,Plus,SMB,1350.63,235.06,303356.54,116979.83,190615.91,Budget
2023-03-01,2023-03,Canada,West,Plus,Mid-Market,1045.23,230.78,229088.69,85652.71,139271.77,Budget
2023-03-01,2023-03,Canada,West,Plus,Enterprise,762.89,216.22,163540.27,58970.59,98094.88,Budget
2023-03-01,2023-03,Canada,West,Enterprise,SMB,1365.16,451.65,613238.37,194934.68,421181.86,Budget
2023-03-01,2023-03,Canada,West,Enterprise,Mid-Market,1158.32,504.69,530174.3,167808.21,345648.88,Budget
2023-03-01,2023-03,Canada,West,Enterprise,Enterprise,723.51,432.6,315408.31,96812.37,200025.86,Budget
2023-03-01,2023-03,Canada,Central,Core,SMB,1164.77,122.91,130134.83,56990.5,77288.87,Budget
2023-03-01,2023-03,Canada,Central,Core,Mid-Market,1021.67,125.71,121334.73,53503.66,73435.48,Budget
2023-03-01,2023-03,Canada,Central,Core,Enterprise,609.34,128.03,67753.42,30351.28,42262.76,Budget
2023-03-01,2023-03,Canada,Central,Plus,SMB,1145.63,238.37,264621.96,95183.72,159031.35,Budget
2023-03-01,2023-03,Canada,Central,Plus,Mid-Market,913.86,230.66,199949.33,79377.85,125347.34,Budget
2023-03-01,2023-03,Canada,Central,Plus,Enterprise,607.3,232.03,144286.41,54650.17,92031.11,Budget
2023-03-01,2023-03,Canada,Central,Enterprise,SMB,1280.82,436.19,549010.1,191772.83,365456.54,Budget
2023-03-01,2023-03,Canada,Central,Enterprise,Mid-Market,923.89,409.27,396841.83,135498.34,253362.99,Budget
2023-03-01,2023-03,Canada,Central,Enterprise,Enterprise,637.54,440.32,265957.53,93578.53,169947.55,Budget
2023-03-01,2023-03,Canada,East,Core,SMB,1125.43,119.91,128215.46,48738.56,79310.84,Budget
2023-03-01,2023-03,Canada,East,Core,Mid-Market,971.41,114.55,105666.91,48464.4,58057.9,Budget
2023-03-01,2023-03,Canada,East,Core,Enterprise,519.53,134.03,65417.26,28223.81,37216.34,Budget
2023-03-01,2023-03,Canada,East,Plus,SMB,1079.11,233.6,256479.27,102817.72,143884.16,Budget
2023-03-01,2023-03,Canada,East,Plus,Mid-Market,910.29,225.22,212714.13,78308.96,121908.32,Budget
2023-03-01,2023-03,Canada,East,Plus,Enterprise,647.35,224.87,138974.49,52579.02,89782.13,Budget
2023-03-01,2023-03,Canada,East,Enterprise,SMB,1252.39,411.23,488757.99,156346.58,306736.91,Budget
2023-03-01,2023-03,Canada,East,Enterprise,Mid-Market,928.19,472.84,403875.83,139039.12,263007.37,Budget
2023-03-01,2023-03,Canada,East,Enterprise,Enterprise,616.96,445.95,263908.33,85157.09,171904.69,Budget
2023-03-01,2023-03,Canada,International,Core,SMB,936.19,125.37,110843.34,45457.7,66194.18,Budget
2023-03-01,2023-03,Canada,International,Core,Mid-Market,802.78,115.81,89955.95,39150.32,51603.94,Budget
2023-03-01,2023-03,Canada,International,Core,Enterprise,524.76,127.89,69366.38,28509.96,38051.81,Budget
2023-03-01,2023-03,Canada,International,Plus,SMB,1133.66,231.05,264561.38,91540.51,163529.1,Budget
2023-03-01,2023-03,Canada,International,Plus,Mid-Market,643.59,231.82,147973.62,58045.55,89587.88,Budget
2023-03-01,2023-03,Canada,International,Plus,Enterprise,533.25,221.57,116389.43,43684.31,75656.06,Budget
2023-03-01,2023-03,Canada,International,Enterprise,SMB,954.3,430.48,374818.17,117042.35,260709.46,Budget
2023-03-01,2023-03,Canada,International,Enterprise,Mid-Market,730.07,415.42,279987.54,93868.65,197479.51,Budget
2023-03-01,2023-03,Canada,International,Enterprise,Enterprise,574.59,430.83,234317.72,82039.35,141500.57,Budget
