month_start,period,entity,region,department,salary_opex,non_salary_opex,total_opex,scenario
2023-02-01,2023-02,USA,East,Sales,68842.45,44426.04,113268.5,Actual
2023-02-01,2023-02,USA,International,Sales,58780.95,35218.98,93999.92,Actual
2023-02-01,2023-02,USA,West,Marketing,64112.64,33527.21,97639.84,Actual
2023-02-01,2023-02,USA,Central,Marketing,50628.58,33496.65,84125.23,Actual
2023-02-01,2023-02,USA,East,Marketing,51781.98,32646.04,84428.02,Actual
2023-02-01,2023-02,USA,International,Marketing,47747.68,26979.74,74727.42,Actual
2023-02-01,2023-02,USA,West,Operations,119317.51,65464.86,184782.36,Actual
2023-02-01,2023-02,USA,Central,Operations,104609.47,59144.53,163754.01,Actual
2023-02-01,2023-02,USA,East,Operations,96046.02,58146.66,154192.68,Actual
2023-02-01,2023-02,USA,International,Operations,84755.58,44219.16,128974.75,Actual
2023-02-01,2023-02,USA,West,G&A,42761.07,29080.82,71841.89,Actual
2023-02-01,2023-02,USA,Central,G&A,42958.89,26040.34,68999.24,Actual
2023-02-01,2023-02,USA,East,G&A,42333.59,25295.77,67629.36,Actual
2023-02-01,2023-02,USA,International,G&A,32633.73,16752.7,49386.42,Actual
2023-02-01,2023-02,USA,West,Technology,104938.04,70441.9,175379.94,Actual
2023-02-01,2023-02,USA,Central,Technology,90536.0,56727.52,147263.53,Actual
2023-02-01,2023-02,USA,East,Technology,89577.17,49402.0,138979.17,Actual
2023-02-01,2023-02,USA,International,Technology,76179.11,51209.67,127388.77,Actual
2023-02-01,2023-02,UK,West,Sales,54235.42,30502.12,84737.54,Actual
2023-02-01,2023-02,UK,Central,Sales,47413.87,23968.66,71382.54,Actual
2023-02-01,2023-02,UK,East,Sales,45954.97,28701.57,74656.54,Actual
2023-02-01,2023-02,UK,International,Sales,41246.39,22963.76,64210.15,Actual
2023-02-01,2023-02,UK,West,Marketing,40318.42,22548.08,62866.5,Actual
2023-02-01,2023-02,UK,Central,Marketing,33745.46,18488.6,52234.06,Actual
2023-02-01,2023-02,UK,East,Marketing,32321.98,19516.47,51838.45,Actual
2023-02-01,2023-02,UK,International,Marketing,27897.41,16005.96,43903.37,Actual
2023-02-01,2023-02,UK,West,Operations,73248.16,43515.35,116763.5,Actual
2023-02-01,2023-02,UK,Central,Operations,62378.37,39126.22,101504.59,Actual
2023-02-01,2023-02,UK,East,Operations,60380.33,39181.43,99561.75,Actual
2023-02-01,2023-02,UK,International,Operations,50437.68,30230.48,80668.16,Actual
2023-02-01,2023-02,UK,West,G&A,30118.64,17563.18,47681.82,Actual
2023-02-01,2023-02,UK,Central,G&A,25953.44,18830.58,44784.02,Actual
2023-02-01,2023-02,UK,East,G&A,23961.84,15045.48,39007.32,Actual
2023-02-01,2023-02,UK,International,G&A,20733.6,12702.52,33436.12,Actual
2023-02-01,2023-02,UK,West,Technology,65758.07,41897.59,107655.66,Actual
2023-02-01,2023-02,UK,Central,Technology,53172.1,38593.49,91765.59,Actual
2023-02-01,2023-02,UK,East,Technology,56983.8,30488.59,87472.4,Actual
2023-02-01,2023-02,UK,International,Technology,41237.81,26280.82,67518.63,Actual
2023-03-01,2023-03,Canada,West,Sales,63771.75,47733.32,111505.08,Actual
2023-03-01,2023-03,Canada,Central,Sales,57659.58,29429.96,87089.54,Actual
2023-03-01,2023-03,Canada,East,Sales,51489.16,32545.8,84034.96,Actual
2023-03-01,2023-03,Canada,International,Sales,45477.46,24629.17,70106.63,Actual
2023-03-01,2023-03,Canada,West,Marketing,46308.39,26934.88,73243.27,Actual
2023-03-01,2023-03,Canada,Central,Marketing,38304.38,25364.24,63668.62,Actual
2023-03-01,2023-03,Canada,East,Marketing,40004.99,25194.07,65199.06,Actual
2023-03-01,2023-03,Canada,International,Marketing,33364.91,19087.6,52452.51,Actual
2023-03-01,2023-03,Canada,West,Operations,89148.54,54058.96,143207.51,Actual
2023-03-01,2023-03,Canada,Central,Operations,75347.65,43628.75,118976.41,Actual
2023-03-01,2023-03,Canada,East,Operations,69337.58,43837.52,113175.1,Actual
2023-03-01,2023-03,Canada,International,Operations,67181.75,37583.3,104765.05,Actual
2023-03-01,2023-03,Canada,West,G&A,34767.92,20517.35,55285.27,Actual
2023-03-01,2023-03,Canada,Central,G&A,30419.19,22443.34,52862.53,Actual
2023-03-01,2023-03,Canada,East,G&A,29035.27,19475.68,48510.95,Actual
2023-03-01,2023-03,Canada,International,G&A,24479.85,15610.71,40090.56,Actual
2023-03-01,2023-03,Canada,West,Technology,82024.04,46145.91,128169.95,Actual
2023-03-01,2023-03,Canada,Central,Technology,66409.89,47631.34,114041.24,Actual
2023-03-01,2023-03,Canada,East,Technology,68387.47,42475.14,110862.6,Actual
2023-03-01,2023-03,Canada,International,Technology,57047.94,34877.47,91925.41,Actual
2023-03-01,2023-03,USA,West,Sales,95941.66,53601.7,149543.36,Actual
2023-03-01,2023-03,USA,Central,Sales,77969.28,41055.77,119025.06,Actual
2023-03-01,2023-03,USA,East,Sales,69023.32,39885.81,108909.13,Actual
2023-03-01,2023-03,USA,International,Sales,64487.63,29569.91,94057.54,Actual
2023-03-01,2023-03,USA,West,Marketing,61675.05,29337.81,91012.87,Actual
2023-03-01,2023-03,USA,Central,Marketing,52456.55,32227.56,84684.11,Actual
2023-03-01,2023-03,USA,East,Marketing,55595.17,32878.99,88474.16,Actual
2023-03-01,2023-03,USA,International,Marketing,41961.18,29124.56,71085.74,Actual
2023-03-01,2023-03,USA,West,Operations,116302.64,71432.8,187735.44,Actual
2023-03-01,2023-03,USA,Central,Operations,94966.58,57024.49,151991.07,Actual
2023-03-01,2023-03,USA,East,Operations,92030.43,59051.57,151082.0,Actual
2023-03-01,2023-03,USA,International,Operations,81148.9,55663.47,136812.37,Actual
2023-03-01,2023-03,USA,West,G&A,49348.41,23246.84,72595.25,Actual
2023-03-01,2023-03,USA,Central,G&A,42653.98,22810.61,65464.59,Actual
2023-03-01,2023-03,USA,East,G&A,38064.29,22920.96,60985.26,Actual
2023-03-01,2023-03,USA,International,G&A,32563.79,18372.13,50935.92,Actual
2023-03-01,2023-03,USA,West,Technology,107599.49,57915.66,165515.14,Actual
2023-03-01,2023-03,USA,Central,Technology,94274.19,66927.75,161201.94,Actual
2023-03-01,2023-03,USA,East,Technology,82142.7,52702.66,134845.35,Actual
2023-03-01,2023-03,USA,International,Technology,64748.79,44321.51,109070.3,Actual
2023-03-01,2023-03,UK,West,Sales,56635.12,35569.95,92205.07,Actual
2023-03-01,2023-03,UK,Central,Sales,47899.15,31324.9,79224.05,Actual
2023-03-01,2023-03,UK,East,Sales,51099.34,31587.93,82687.26,Actual
2023-03-01,2023-03,UK,International,Sales,37174.39,20679.59,57853.98,Actual
2023-03-01,2023-03,UK,West,Marketing,38824.83,22449.01,61273.83,Actual
2023-03-01,2023-03,UK,Central,Marketing,35238.21,19125.13,54363.35,Actual
2023-03-01,2023-03,UK,East,Marketing,32618.3,21410.1,54028.4,Actual
2023-03-01,2023-03,UK,International,Marketing,27429.62,15617.6,43047.23,Actual
2023-03-01,2023-03,UK,West,Operations,77459.96,38100.95,115560.91,Actual
2023-03-01,2023-03,UK,Central,Operations,62576.73,38862.61,101439.34,Actual
2023-03-01,2023-03,UK,East,Operations,60486.54,37577.82,98064.36,Actual
2023-03-01,2023-03,UK,International,Operations,52448.99,31105.69,83554.67,Actual
2023-03-01,2023-03,UK,West,G&A,29923.31,18074.71,47998.02,Actual
2023-03-01,2023-03,UK,Central,G&A,25697.59,17270.51,42968.1,Actual
2023-03-01,2023-03,UK,East,G&A,24368.63,16480.12,40848.75,Actual
2023-03-01,2023-03,UK,International,G&A,21226.63,12455.52,33682.14,Actual
2023-03-01,2023-03,UK,West,Technology,69139.18,38712.52,107851.7,Actual
2023-03-01,2023-03,UK,Central,Technology,60178.7,36351.46,96530.16,Actual
2023-03-01,2023-03,UK,East,Technology,53750.05,35392.05,89142.1,Actual
2023-03-01,2023-03,UK,International,Technology,47929.29,31242.44,79171.74,Actual
2023-04-01,2023-04,Canada,West,Sales,67875.31,41243.63,109118.94,Actual
2023-04-01,2023-04,Canada,Central,Sales,53127.91,41267.43,94395.34,Actual
2023-04-01,2023-04,Canada,East,Sales,49733.32,35271.94,85005.26,Actual
2023-04-01,2023-04,Canada,International,Sales,46013.05,25013.15,71026.2,Actual
2023-04-01,2023-04,Canada,West,Marketing,46471.48,28480.08,74951.55,Actual
2023-04-01,2023-04,Canada,Central,Marketing,43317.13,23500.11,66817.24,Actual
2023-04-01,2023-04,Canada,East,Marketing,38123.62,19251.45,57375.07,Actual
2023-04-01,2023-04,Canada,International,Marketing,35351.77,18230.41,53582.18,Actual
2023-04-01,2023-04,Canada,West,Operations,87741.15,52482.71,140223.86,Actual
2023-04-01,2023-04,Canada,Central,Operations,74701.76,48991.37,123693.12,Actual
2023-04-01,2023-04,Canada,East,Operations,77275.52,44589.3,121864.82,Actual
2023-04-01,2023-04,Canada,International,Operations,62022.74,37776.8,99799.53,Actual
2023-04-01,2023-04,Canada,West,G&A,37800.92,21230.19,59031.11,Actual
2023-04-01,2023-04,Canada,Central,G&A,32960.86,20874.15,53835.01,Actual
2023-04-01,2023-04,Canada,East,G&A,31323.43,17250.62,48574.05,Actual
2023-04-01,2023-04,Canada,International,G&A,24812.58,15630.61,40443.2,Actual
2023-04-01,2023-04,Canada,West,Technology,73711.73,54691.26,128402.99,Actual
2023-04-01,2023-04,Canada,Central,Technology,68771.56,43134.2,111905.76,Actual
2023-04-01,2023-04,Canada,East,Technology,63487.08,35814.23,99301.31,Actual
2023-04-01,2023-04,Canada,International,Technology,53388.42,34332.65,87721.07,Actual
2023-04-01,2023-04,USA,West,Sales,90352.36,54266.78,144619.13,Actual
2023-04-01,2023-04,USA,Central,Sales,77325.66,45329.49,122655.15,Actual
2023-04-01,2023-04,USA,East,Sales,73999.22,49506.22,123505.44,Actual
2023-04-01,2023-04,USA,International,Sales,62949.16,39682.05,102631.21,Actual
2023-04-01,2023-04,USA,West,Marketing,64056.89,34039.08,98095.97,Actual
2023-04-01,2023-04,USA,Central,Marketing,52027.32,34869.45,86896.77,Actual
2023-04-01,2023-04,USA,East,Marketing,52121.39,33087.54,85208.93,Actual
2023-04-01,2023-04,USA,International,Marketing,47596.78,28479.45,76076.23,Actual
2023-04-01,2023-04,USA,West,Operations,123881.43,71972.2,195853.64,Actual
2023-04-01,2023-04,USA,Central,Operations,97253.64,61826.5,159080.13,Actual
2023-04-01,2023-04,USA,East,Operations,92402.82,66364.53,158767.35,Actual
2023-04-01,2023-04,USA,International,Operations,84279.22,51760.42,136039.65,Actual
2023-04-01,2023-04,USA,West,G&A,51561.56,24953.15,76514.7,Actual
2023-04-01,2023-04,USA,Central,G&A,43468.4,23167.2,66635.6,Actual
2023-04-01,2023-04,USA,East,G&A,40100.76,23973.7,64074.46,Actual
2023-04-01,2023-04,USA,International,G&A,34899.04,21082.64,55981.68,Actual
2023-04-01,2023-04,USA,West,Technology,114018.6,62325.64,176344.24,Actual
2023-04-01,2023-04,USA,Central,Technology,96192.42,57676.8,153869.22,Actual
2023-04-01,2023-04,USA,East,Technology,81037.68,50115.87,131153.55,Actual
2023-04-01,2023-04,USA,International,Technology,73761.97,49603.52,123365.48,Actual
2023-04-01,2023-04,UK,West,Sales,56311.46,30580.86,86892.32,Actual
2023-04-01,2023-04,UK,Central,Sales,47521.12,34066.47,81587.59,Actual
2023-04-01,2023-04,UK,East,Sales,45716.86,27135.37,72852.23,Actual
2023-04-01,2023-04,UK,International,Sales,39226.82,24898.36,64125.18,Actual
2023-04-01,2023-04,UK,West,Marketing,38841.21,25341.03,64182.23,Actual
2023-04-01,2023-04,UK,Central,Marketing,33994.92,22403.01,56397.93,Actual
2023-04-01,2023-04,UK,East,Marketing,33113.73,20900.72,54014.44,Actual
2023-04-01,2023-04,UK,International,Marketing,26601.04,15833.69,42434.73,Actual
2023-04-01,2023-04,UK,West,Operations,76849.59,44689.5,121539.09,Actual
2023-04-01,2023-04,UK,Central,Operations,64718.55,38150.22,102868.77,Actual
2023-04-01,2023-04,UK,East,Operations,63342.68,35346.82,98689.51,Actual
2023-04-01,2023-04,UK,International,Operations,50701.22,33254.39,83955.61,Actual
2023-04-01,2023-04,UK,West,G&A,32368.41,17954.45,50322.86,Actual
2023-04-01,2023-04,UK,Central,G&A,29192.27,16703.7,45895.97,Actual
2023-04-01,2023-04,UK,East,G&A,23940.69,15937.63,39878.32,Actual
2023-04-01,2023-04,UK,International,G&A,20862.41,13488.97,34351.38,Actual
2023-04-01,2023-04,UK,West,Technology,67121.35,41472.2,108593.56,Actual
2023-04-01,2023-04,UK,Central,Technology,55825.7,38689.25,94514.94,Actual
2023-04-01,2023-04,UK,East,Technology,52355.01,31036.36,83391.37,Actual
2023-04-01,2023-04,UK,International,Technology,47652.89,32357.36,80010.24,Actual
2023-05-01,2023-05,Canada,West,Sales,63795.17,42033.97,105829.14,Actual
2023-05-01,2023-05,Canada,Central,Sales,59500.15,36866.12,96366.28,Actual
2023-05-01,2023-05,Canada,East,Sales,52811.36,30010.0,82821.37,Actual
2023-05-01,2023-05,Canada,International,Sales,40189.31,27106.11,67295.42,Actual
2023-05-01,2023-05,Canada,West,Marketing,49663.82,26160.65,75824.47,Actual
2023-05-01,2023-05,Canada,Central,Marketing,42211.45,23096.37,65307.82,Actual
2023-05-01,2023-05,Canada,East,Marketing,38949.91,25091.19,64041.1,Actual
2023-05-01,2023-05,Canada,International,Marketing,31551.02,20269.86,51820.87,Actual
2023-05-01,2023-05,Canada,West,Operations,84789.65,56063.02,140852.67,Actual
2023-05-01,2023-05,Canada,Central,Operations,76178.68,46355.81,122534.5,Actual
2023-05-01,2023-05,Canada,East,Operations,77101.46,46162.67,123264.13,Actual
2023-05-01,2023-05,Canada,International,Operations,58155.1,36664.17,94819.27,Actual
2023-05-01,2023-05,Canada,West,G&A,35940.89,22254.28,58195.17,Actual
2023-05-01,2023-05,Canada,Central,G&A,35331.95,19798.46,55130.4,Actual
2023-05-01,2023-05,Canada,East,G&A,26769.56,17473.39,44242.95,Actual
2023-05-01,2023-05,Canada,International,G&A,22672.7,14976.55,37649.26,Actual
2023-05-01,2023-05,Canada,West,Technology,71484.4,45254.83,116739.23,Actual
2023-05-01,2023-05,Canada,Central,Technology,63770.51,43601.65,107372.16,Actual
2023-05-01,2023-05,Canada,East,Technology,65569.25,41160.52,106729.77,Actual
2023-05-01,2023-05,Canada,International,Technology,54926.08,30066.49,84992.58,Actual
2023-05-01,2023-05,USA,West,Sales,89920.05,61995.54,151915.59,Actual
2023-05-01,2023-05,USA,Central,Sales,77793.75,45131.97,122925.72,Actual
2023-05-01,2023-05,USA,East,Sales,67251.07,41163.27,108414.34,Actual
2023-05-01,2023-05,USA,International,Sales,62368.65,40588.22,102956.87,Actual
2023-05-01,2023-05,USA,West,Marketing,64142.4,41290.2,105432.6,Actual
2023-05-01,2023-05,USA,Central,Marketing,57006.02,35112.59,92118.61,Actual
2023-05-01,2023-05,USA,East,Marketing,50582.9,32503.93,83086.83,Actual
2023-05-01,2023-05,USA,International,Marketing,42177.89,27033.75,69211.65,Actual
2023-05-01,2023-05,USA,West,Operations,118825.84,81265.45,200091.29,Actual
2023-05-01,2023-05,USA,Central,Operations,94988.88,64698.5,159687.38,Actual
2023-05-01,2023-05,USA,East,Operations,103714.65,62776.7,166491.35,Actual
2023-05-01,2023-05,USA,International,Operations,84702.82,52182.18,136885.01,Actual
2023-05-01,2023-05,USA,West,G&A,51866.8,27254.44,79121.25,Actual
2023-05-01,2023-05,USA,Central,G&A,39417.35,25944.65,65361.99,Actual
2023-05-01,2023-05,USA,East,G&A,35886.92,27087.72,62974.64,Actual
2023-05-01,2023-05,USA,International,G&A,35949.76,20046.32,55996.07,Actual
2023-05-01,2023-05,USA,West,Technology,105164.64,65293.13,170457.77,Actual
2023-05-01,2023-05,USA,Central,Technology,93417.19,57688.16,151105.35,Actual
2023-05-01,2023-05,USA,East,Technology,90986.72,53502.58,144489.3,Actual
2023-05-01,2023-05,USA,International,Technology,78055.15,47315.6,125370.75,Actual
2023-05-01,2023-05,UK,West,Sales,53523.84,37445.19,90969.04,Actual
2023-05-01,2023-05,UK,Central,Sales,44739.4,29201.93,73941.33,Actual
2023-05-01,2023-05,UK,East,Sales,47803.74,26331.23,74134.96,Actual
2023-05-01,2023-05,UK,International,Sales,38993.66,24558.07,63551.74,Actual
2023-05-01,2023-05,UK,West,Marketing,38150.69,24292.31,62443.0,Actual
2023-05-01,2023-05,UK,Central,Marketing,34394.79,20309.12,54703.91,Actual
2023-05-01,2023-05,UK,East,Marketing,36722.78,18952.35,55675.14,Actual
2023-05-01,2023-05,UK,International,Marketing,29126.33,16463.42,45589.75,Actual
2023-05-01,2023-05,UK,West,Operations,69599.96,45479.91,115079.88,Actual
2023-05-01,2023-05,UK,Central,Operations,66075.94,42113.69,108189.63,Actual
2023-05-01,2023-05,UK,East,Operations,65548.14,46043.96,111592.1,Actual
2023-05-01,2023-05,UK,International,Operations,51840.41,29715.46,81555.87,Actual
2023-05-01,2023-05,UK,West,G&A,31360.53,18395.08,49755.61,Actual
2023-05-01,2023-05,UK,Central,G&A,27900.8,14647.75,42548.55,Actual
2023-05-01,2023-05,UK,East,G&A,28332.73,16589.93,44922.66,Actual
2023-05-01,2023-05,UK,International,G&A,19536.72,12333.39,31870.11,Actual
2023-05-01,2023-05,UK,West,Technology,70218.35,45241.14,115459.49,Actual
2023-05-01,2023-05,UK,Central,Technology,54933.81,38007.39,92941.19,Actual
2023-05-01,2023-05,UK,East,Technology,50305.87,33914.42,84220.28,Actual
2023-05-01,2023-05,UK,International,Technology,49542.07,27495.94,77038.01,Actual
2023-06-01,2023-06,Canada,West,Sales,60225.07,40386.9,100611.97,Actual
2023-06-01,2023-06,Canada,Central,Sales,54924.53,36461.31,91385.84,Actual
2023-06-01,2023-06,Canada,East,Sales,51423.39,30938.99,82362.38,Actual
2023-06-01,2023-06,Canada,International,Sales,40731.06,28147.95,68879.01,Actual
2023-06-01,2023-06,Canada,West,Marketing,46661.73,26090.08,72751.81,Actual
2023-06-01,2023-06,Canada,Central,Marketing,41300.86,27130.43,68431.3,Actual
2023-06-01,2023-06,Canada,East,Marketing,38440.43,24327.93,62768.36,Actual
2023-06-01,2023-06,Canada,International,Marketing,33170.79,18124.04,51294.82,Actual
2023-06-01,2023-06,Canada,West,Operations,95773.45,51221.66,146995.11,Actual
2023-06-01,2023-06,Canada,Central,Operations,77993.36,49132.19,127125.55,Actual
2023-06-01,2023-06,Canada,East,Operations,71239.47,46104.25,117343.72,Actual
2023-06-01,2023-06,Canada,International,Operations,61155.33,32827.9,93983.23,Actual
2023-06-01,2023-06,Canada,West,G&A,35583.59,21090.95,56674.54,Actual
2023-06-01,2023-06,Canada,Central,G&A,30738.56,17273.18,48011.74,Actual
2023-06-01,2023-06,Canada,East,G&A,31575.3,20668.73,52244.03,Actual
2023-06-01,2023-06,Canada,International,G&A,26402.91,16996.14,43399.05,Actual
2023-06-01,2023-06,Canada,West,Technology,78234.69,46307.56,124542.25,Actual
2023-06-01,2023-06,Canada,Central,Technology,66528.19,44613.06,111141.25,Actual
2023-06-01,2023-06,Canada,East,Technology,66508.45,40056.65,106565.11,Actual
2023-06-01,2023-06,Canada,International,Technology,58964.56,35041.15,94005.71,Actual
2023-06-01,2023-06,USA,West,Sales,84241.83,50956.29,135198.12,Actual
2023-06-01,2023-06,USA,Central,Sales,79067.21,50768.01,129835.22,Actual
2023-06-01,2023-06,USA,East,Sales,74640.57,51275.29,125915.86,Actual
2023-06-01,2023-06,USA,International,Sales,66168.46,38812.8,104981.26,Actual
2023-06-01,2023-06,USA,West,Marketing,60841.57,34842.97,95684.53,Actual
2023-06-01,2023-06,USA,Central,Marketing,54151.49,35884.59,90036.08,Actual
2023-06-01,2023-06,USA,East,Marketing,57251.32,33226.69,90478.01,Actual
2023-06-01,2023-06,USA,International,Marketing,46758.39,26544.78,73303.17,Actual
2023-06-01,2023-06,USA,West,Operations,120889.22,76588.95,197478.17,Actual
2023-06-01,2023-06,USA,Central,Operations,91855.95,60416.76,152272.71,Actual
2023-06-01,2023-06,USA,East,Operations,101448.16,60662.61,162110.77,Actual
2023-06-01,2023-06,USA,International,Operations,76678.05,40268.81,116946.87,Actual
2023-06-01,2023-06,USA,West,G&A,47956.0,29768.5,77724.5,Actual
2023-06-01,2023-06,USA,Central,G&A,40600.4,26332.76,66933.16,Actual
2023-06-01,2023-06,USA,East,G&A,41375.6,26060.06,67435.66,Actual
2023-06-01,2023-06,USA,International,G&A,29979.23,18637.91,48617.14,Actual
2023-06-01,2023-06,USA,West,Technology,105831.84,68882.95,174714.78,Actual
2023-06-01,2023-06,USA,Central,Technology,95737.02,59438.61,155175.63,Actual
2023-06-01,2023-06,USA,East,Technology,87076.53,52986.44,140062.97,Actual
2023-06-01,2023-06,USA,International,Technology,72038.31,48637.12,120675.44,Actual
2023-06-01,2023-06,UK,West,Sales,52814.63,36239.43,89054.06,Actual
