month_start,period,entity,region,department,ending_headcount,avg_monthly_salary,payroll_cost,scenario
2023-02-01,2023-02,UK,International,Sales,8.19,5646.31,50736.87,Budget
2023-02-01,2023-02,UK,West,Marketing,6.03,6796.97,42401.47,Budget
2023-02-01,2023-02,UK,Central,Marketing,6.39,6725.59,38235.87,Budget
2023-02-01,2023-02,UK,East,Marketing,5.91,6477.16,41160.26,Budget
2023-02-01,2023-02,UK,International,Marketing,5.08,7694.7,37149.3,Budget
2023-02-01,2023-02,UK,West,Operations,18.01,7988.15,130428.61,Budget
2023-02-01,2023-02,UK,Central,Operations,13.54,10354.1,125961.1,Budget
2023-02-01,2023-02,UK,East,Operations,13.31,6834.26,88519.92,Budget
2023-02-01,2023-02,UK,International,Operations,12.65,7160.33,84766.35,Budget
2023-02-01,2023-02,UK,West,G&A,5.2,6500.69,33362.69,Budget
2023-02-01,2023-02,UK,Central,G&A,4.96,8151.19,39506.79,Budget
2023-02-01,2023-02,UK,East,G&A,4.23,9288.11,37153.33,Budget
2023-02-01,2023-02,UK,International,G&A,2.94,8283.42,24943.92,Budget
2023-02-01,2023-02,UK,West,Technology,9.29,6392.41,59378.11,Budget
2023-02-01,2023-02,UK,Central,Technology,8.01,8118.58,61556.1,Budget
2023-02-01,2023-02,UK,East,Technology,8.14,7450.44,58942.34,Budget
2023-02-01,2023-02,UK,International,Technology,6.95,8210.95,55893.37,Budget
2023-03-01,2023-03,Canada,West,Sales,13.52,8223.38,116615.96,Budget
2023-03-01,2023-03,Canada,Central,Sales,12.93,7685.44,95101.05,Budget
2023-03-01,2023-03,Canada,East,Sales,11.48,8032.79,89637.68,Budget
2023-03-01,2023-03,Canada,International,Sales,9.72,6920.41,64181.82,Budget
2023-03-01,2023-03,Canada,West,Marketing,8.41,7328.9,58954.33,Budget
2023-03-01,2023-03,Canada,Central,Marketing,6.66,5954.95,42068.0,Budget
2023-03-01,2023-03,Canada,East,Marketing,7.3,8468.24,59898.65,Budget
2023-03-01,2023-03,Canada,International,Marketing,5.94,7172.48,43558.12,Budget
2023-03-01,2023-03,Canada,West,Operations,21.54,7048.55,143014.49,Budget
2023-03-01,2023-03,Canada,Central,Operations,16.53,4802.53,78528.51,Budget
2023-03-01,2023-03,Canada,East,Operations,15.75,8101.12,129122.68,Budget
2023-03-01,2023-03,Canada,International,Operations,13.71,6579.47,91862.76,Budget
2023-03-01,2023-03,Canada,West,G&A,6.18,8086.8,49468.0,Budget
2023-03-01,2023-03,Canada,Central,G&A,5.27,5257.82,25671.43,Budget
2023-03-01,2023-03,Canada,East,G&A,5.46,8133.46,41334.69,Budget
2023-03-01,2023-03,Canada,International,G&A,4.21,7165.6,28060.93,Budget
2023-03-01,2023-03,Canada,West,Technology,11.4,4930.84,55967.42,Budget
2023-03-01,2023-03,Canada,Central,Technology,10.25,7634.78,71660.76,Budget
2023-03-01,2023-03,Canada,East,Technology,10.52,8357.52,81535.76,Budget
2023-03-01,2023-03,Canada,International,Technology,8.42,7428.43,59851.98,Budget
2023-03-01,2023-03,USA,West,Sales,19.91,8324.44,155191.17,Budget
2023-03-01,2023-03,USA,Central,Sales,16.19,8388.11,138370.76,Budget
2023-03-01,2023-03,USA,East,Sales,15.73,6681.86,100512.3,Budget
2023-03-01,2023-03,USA,International,Sales,13.31,8040.97,98581.22,Budget
2023-03-01,2023-03,USA,West,Marketing,10.15,6236.83,62638.82,Budget
2023-03-01,2023-03,USA,Central,Marketing,10.08,7006.78,69476.66,Budget
2023-03-01,2023-03,USA,East,Marketing,9.31,7246.74,63249.4,Budget
2023-03-01,2023-03,USA,International,Marketing,8.38,8238.35,70465.27,Budget
2023-03-01,2023-03,USA,West,Operations,24.39,6827.09,168067.56,Budget
2023-03-01,2023-03,USA,Central,Operations,22.96,7947.91,170886.53,Budget
2023-03-01,2023-03,USA,East,Operations,21.33,6379.09,135496.3,Budget
2023-03-01,2023-03,USA,International,Operations,17.09,6807.62,118831.42,Budget
2023-03-01,2023-03,USA,West,G&A,8.22,9033.73,66482.96,Budget
2023-03-01,2023-03,USA,Central,G&A,7.15,6625.54,44442.29,Budget
2023-03-01,2023-03,USA,East,G&A,6.27,8077.67,47947.96,Budget
2023-03-01,2023-03,USA,International,G&A,5.21,8749.62,43388.92,Budget
2023-03-01,2023-03,USA,West,Technology,15.83,6674.11,99167.73,Budget
2023-03-01,2023-03,USA,Central,Technology,13.1,7847.07,106348.35,Budget
2023-03-01,2023-03,USA,East,Technology,13.27,7826.29,89998.12,Budget
2023-03-01,2023-03,USA,International,Technology,10.58,7194.78,71013.63,Budget
2023-03-01,2023-03,UK,West,Sales,11.9,6968.73,89795.34,Budget
2023-03-01,2023-03,UK,Central,Sales,10.37,6032.79,59759.25,Budget
2023-03-01,2023-03,UK,East,Sales,11.61,6047.15,67010.29,Budget
2023-03-01,2023-03,UK,International,Sales,8.2,5737.4,47984.66,Budget
2023-03-01,2023-03,UK,West,Marketing,5.95,7079.33,43132.65,Budget
2023-03-01,2023-03,UK,Central,Marketing,6.3,8560.21,49113.79,Budget
2023-03-01,2023-03,UK,East,Marketing,6.2,7208.45,44374.28,Budget
2023-03-01,2023-03,UK,International,Marketing,5.27,9451.42,42511.97,Budget
2023-03-01,2023-03,UK,West,Operations,15.59,6368.07,103049.26,Budget
2023-03-01,2023-03,UK,Central,Operations,13.88,7269.24,106753.63,Budget
2023-03-01,2023-03,UK,East,Operations,14.06,7923.89,105977.64,Budget
2023-03-01,2023-03,UK,International,Operations,10.7,7197.54,79370.02,Budget
2023-03-01,2023-03,UK,West,G&A,5.37,8624.29,44907.89,Budget
2023-03-01,2023-03,UK,Central,G&A,4.03,7502.76,31743.35,Budget
2023-03-01,2023-03,UK,East,G&A,4.34,8176.58,31297.82,Budget
2023-03-01,2023-03,UK,International,G&A,4.09,4902.91,19714.25,Budget
2023-03-01,2023-03,UK,West,Technology,10.42,6884.07,68758.45,Budget
2023-03-01,2023-03,UK,Central,Technology,8.1,6779.83,54405.16,Budget
2023-03-01,2023-03,UK,East,Technology,9.0,8814.31,68051.55,Budget
2023-03-01,2023-03,UK,International,Technology,7.11,8272.96,60729.93,Budget
2023-04-01,2023-04,Canada,West,Sales,13.68,7800.86,105377.02,Budget
2023-04-01,2023-04,Canada,Central,Sales,11.83,7875.93,90995.26,Budget
2023-04-01,2023-04,Canada,East,Sales,11.13,7572.43,90061.07,Budget
2023-04-01,2023-04,Canada,International,Sales,9.6,5976.71,54639.33,Budget
2023-04-01,2023-04,Canada,West,Marketing,8.12,5486.54,43118.55,Budget
2023-04-01,2023-04,Canada,Central,Marketing,6.98,7659.24,47595.24,Budget
2023-04-01,2023-04,Canada,East,Marketing,6.27,6830.83,42607.72,Budget
2023-04-01,2023-04,Canada,International,Marketing,6.14,8261.3,48929.74,Budget
2023-04-01,2023-04,Canada,West,Operations,18.73,6740.94,119819.33,Budget
2023-04-01,2023-04,Canada,Central,Operations,16.13,5028.77,80317.77,Budget
2023-04-01,2023-04,Canada,East,Operations,15.49,8235.56,126225.99,Budget
2023-04-01,2023-04,Canada,International,Operations,13.45,6377.29,80603.0,Budget
2023-04-01,2023-04,Canada,West,G&A,5.99,7601.44,45579.24,Budget
2023-04-01,2023-04,Canada,Central,G&A,5.3,7744.05,38994.58,Budget
2023-04-01,2023-04,Canada,East,G&A,5.21,8919.5,42734.8,Budget
2023-04-01,2023-04,Canada,International,G&A,4.36,7080.51,28300.57,Budget
2023-04-01,2023-04,Canada,West,Technology,12.29,7225.66,85990.49,Budget
2023-04-01,2023-04,Canada,Central,Technology,10.46,6775.26,66753.31,Budget
2023-04-01,2023-04,Canada,East,Technology,9.16,8021.84,70367.91,Budget
2023-04-01,2023-04,Canada,International,Technology,7.84,8004.6,62112.48,Budget
2023-04-01,2023-04,USA,West,Sales,18.89,5595.04,100858.32,Budget
2023-04-01,2023-04,USA,Central,Sales,17.04,7318.17,137374.52,Budget
2023-04-01,2023-04,USA,East,Sales,16.14,6867.05,113838.28,Budget
2023-04-01,2023-04,USA,International,Sales,13.22,7706.47,103978.14,Budget
2023-04-01,2023-04,USA,West,Marketing,12.44,7533.45,88907.47,Budget
2023-04-01,2023-04,USA,Central,Marketing,10.14,7048.86,73654.2,Budget
2023-04-01,2023-04,USA,East,Marketing,8.17,8416.61,64625.92,Budget
2023-04-01,2023-04,USA,International,Marketing,8.73,8149.89,65238.09,Budget
2023-04-01,2023-04,USA,West,Operations,26.44,7857.84,206164.11,Budget
2023-04-01,2023-04,USA,Central,Operations,22.64,8758.29,200324.77,Budget
2023-04-01,2023-04,USA,East,Operations,20.45,7360.06,156740.87,Budget
2023-04-01,2023-04,USA,International,Operations,15.96,7288.49,121109.44,Budget
2023-04-01,2023-04,USA,West,G&A,8.22,8010.79,62204.38,Budget
2023-04-01,2023-04,USA,Central,G&A,7.13,7185.59,51422.87,Budget
2023-04-01,2023-04,USA,East,G&A,7.09,5778.61,38949.88,Budget
2023-04-01,2023-04,USA,International,G&A,5.93,6784.18,40947.52,Budget
2023-04-01,2023-04,USA,West,Technology,14.26,7234.77,99879.74,Budget
2023-04-01,2023-04,USA,Central,Technology,13.82,7223.37,93090.05,Budget
2023-04-01,2023-04,USA,East,Technology,13.77,8262.31,110388.81,Budget
2023-04-01,2023-04,USA,International,Technology,9.99,8417.97,84542.6,Budget
2023-04-01,2023-04,UK,West,Sales,11.9,8017.57,101281.0,Budget
2023-04-01,2023-04,UK,Central,Sales,10.88,6340.15,61427.83,Budget
2023-04-01,2023-04,UK,East,Sales,9.04,5998.23,57135.35,Budget
2023-04-01,2023-04,UK,International,Sales,8.46,8623.61,69775.8,Budget
2023-04-01,2023-04,UK,West,Marketing,7.22,8421.58,56100.72,Budget
2023-04-01,2023-04,UK,Central,Marketing,6.0,7327.69,44291.38,Budget
2023-04-01,2023-04,UK,East,Marketing,6.41,6164.37,36074.83,Budget
2023-04-01,2023-04,UK,International,Marketing,4.71,7879.01,40803.01,Budget
2023-04-01,2023-04,UK,West,Operations,14.57,8740.54,116401.14,Budget
2023-04-01,2023-04,UK,Central,Operations,14.49,7850.72,113131.92,Budget
2023-04-01,2023-04,UK,East,Operations,13.09,6000.46,76390.98,Budget
2023-04-01,2023-04,UK,International,Operations,11.28,7634.52,79857.93,Budget
2023-04-01,2023-04,UK,West,G&A,4.94,8683.29,42430.47,Budget
2023-04-01,2023-04,UK,Central,G&A,4.08,9024.54,37335.24,Budget
2023-04-01,2023-04,UK,East,G&A,4.22,6623.95,27547.24,Budget
2023-04-01,2023-04,UK,International,G&A,3.11,7612.86,23406.59,Budget
2023-04-01,2023-04,UK,West,Technology,10.14,6274.84,59415.97,Budget
2023-04-01,2023-04,UK,Central,Technology,9.68,8942.14,76096.43,Budget
2023-04-01,2023-04,UK,East,Technology,7.72,8228.74,68805.09,Budget
2023-04-01,2023-04,UK,International,Technology,7.47,8342.29,56866.97,Budget
2023-05-01,2023-05,Canada,West,Sales,13.23,6709.67,89447.88,Budget
2023-05-01,2023-05,Canada,Central,Sales,12.56,6164.72,73296.42,Budget
2023-05-01,2023-05,Canada,East,Sales,11.64,7146.56,81966.83,Budget
2023-05-01,2023-05,Canada,International,Sales,9.97,7517.11,77905.83,Budget
2023-05-01,2023-05,Canada,West,Marketing,7.89,8261.94,67768.37,Budget
2023-05-01,2023-05,Canada,Central,Marketing,6.87,7160.13,51786.78,Budget
2023-05-01,2023-05,Canada,East,Marketing,6.95,7512.95,50191.7,Budget
2023-05-01,2023-05,Canada,International,Marketing,6.23,8041.66,50514.64,Budget
2023-05-01,2023-05,Canada,West,Operations,17.36,7808.42,128885.17,Budget
2023-05-01,2023-05,Canada,Central,Operations,16.75,7912.34,123980.79,Budget
2023-05-01,2023-05,Canada,East,Operations,15.23,6337.18,92184.91,Budget
2023-05-01,2023-05,Canada,International,Operations,13.47,7458.25,99573.79,Budget
2023-05-01,2023-05,Canada,West,G&A,6.42,8841.59,54941.22,Budget
2023-05-01,2023-05,Canada,Central,G&A,5.13,8504.77,40218.7,Budget
2023-05-01,2023-05,Canada,East,G&A,5.28,6834.65,35076.16,Budget
2023-05-01,2023-05,Canada,International,G&A,4.01,6438.83,26599.27,Budget
2023-05-01,2023-05,Canada,West,Technology,12.27,8419.69,93934.44,Budget
2023-05-01,2023-05,Canada,Central,Technology,10.12,8015.32,86478.16,Budget
2023-05-01,2023-05,Canada,East,Technology,9.15,8199.13,73771.77,Budget
2023-05-01,2023-05,Canada,International,Technology,7.77,6264.23,50898.78,Budget
2023-05-01,2023-05,USA,West,Sales,19.92,7921.23,164878.34,Budget
2023-05-01,2023-05,USA,Central,Sales,17.68,7042.25,125232.9,Budget
2023-05-01,2023-05,USA,East,Sales,17.04,7307.29,118739.32,Budget
2023-05-01,2023-05,USA,International,Sales,14.47,6323.55,80821.26,Budget
2023-05-01,2023-05,USA,West,Marketing,11.17,7571.41,84033.88,Budget
2023-05-01,2023-05,USA,Central,Marketing,9.65,7519.43,78089.48,Budget
2023-05-01,2023-05,USA,East,Marketing,9.23,7955.35,67896.37,Budget
2023-05-01,2023-05,USA,International,Marketing,8.19,9087.2,71046.78,Budget
2023-05-01,2023-05,USA,West,Operations,25.35,9383.01,242887.06,Budget
2023-05-01,2023-05,USA,Central,Operations,22.66,6977.78,163211.43,Budget
2023-05-01,2023-05,USA,East,Operations,19.78,5775.19,120700.81,Budget
2023-05-01,2023-05,USA,International,Operations,17.38,6614.59,108349.42,Budget
2023-05-01,2023-05,USA,West,G&A,8.45,7274.27,55391.01,Budget
2023-05-01,2023-05,USA,Central,G&A,7.28,8074.31,59467.83,Budget
2023-05-01,2023-05,USA,East,G&A,6.05,9109.85,54986.69,Budget
2023-05-01,2023-05,USA,International,G&A,5.07,6968.05,35865.7,Budget
2023-05-01,2023-05,USA,West,Technology,14.98,8474.36,125457.68,Budget
2023-05-01,2023-05,USA,Central,Technology,12.48,6251.16,71183.41,Budget
2023-05-01,2023-05,USA,East,Technology,13.5,9130.12,112099.24,Budget
2023-05-01,2023-05,USA,International,Technology,10.66,6039.13,69683.01,Budget
2023-05-01,2023-05,UK,West,Sales,11.02,8845.39,96395.51,Budget
2023-05-01,2023-05,UK,Central,Sales,10.24,6342.09,62592.79,Budget
2023-05-01,2023-05,UK,East,Sales,10.17,8287.5,86249.26,Budget
2023-05-01,2023-05,UK,International,Sales,9.29,6312.27,57564.33,Budget
2023-05-01,2023-05,UK,West,Marketing,6.31,7446.38,43796.42,Budget
2023-05-01,2023-05,UK,Central,Marketing,6.19,7575.59,47171.83,Budget
2023-05-01,2023-05,UK,East,Marketing,6.25,5614.67,36664.76,Budget
2023-05-01,2023-05,UK,International,Marketing,5.13,5902.93,32351.81,Budget
2023-05-01,2023-05,UK,West,Operations,15.23,7186.98,111796.94,Budget
2023-05-01,2023-05,UK,Central,Operations,13.33,6833.73,90359.55,Budget
2023-05-01,2023-05,UK,East,Operations,12.16,7432.88,89528.67,Budget
2023-05-01,2023-05,UK,International,Operations,10.35,8265.72,91363.41,Budget
2023-05-01,2023-05,UK,West,G&A,5.21,9058.54,46881.44,Budget
2023-05-01,2023-05,UK,Central,G&A,4.1,7876.9,30916.32,Budget
2023-05-01,2023-05,UK,East,G&A,3.88,6908.39,26835.65,Budget
2023-05-01,2023-05,UK,International,G&A,2.91,7566.02,22679.49,Budget
2023-05-01,2023-05,UK,West,Technology,9.18,9705.1,83035.95,Budget
2023-05-01,2023-05,UK,Central,Technology,9.51,9517.65,87657.57,Budget
2023-05-01,2023-05,UK,East,Technology,8.09,8006.08,59802.81,Budget
2023-05-01,2023-05,UK,International,Technology,7.02,7884.99,57934.9,Budget
2023-06-01,2023-06,Canada,West,Sales,12.93,4981.59,65590.8,Budget
2023-06-01,2023-06,Canada,Central,Sales,12.18,5819.19,76111.53,Budget
2023-06-01,2023-06,Canada,East,Sales,12.37,9515.25,105637.85,Budget
2023-06-01,2023-06,Canada,International,Sales,9.15,8613.94,80789.06,Budget
2023-06-01,2023-06,Canada,West,Marketing,8.62,5870.7,46555.18,Budget
2023-06-01,2023-06,Canada,Central,Marketing,7.19,7101.64,48218.66,Budget
2023-06-01,2023-06,Canada,East,Marketing,7.26,6479.15,45147.59,Budget
2023-06-01,2023-06,Canada,International,Marketing,6.36,6902.98,42282.9,Budget
2023-06-01,2023-06,Canada,West,Operations,18.88,7687.71,141319.43,Budget
2023-06-01,2023-06,Canada,Central,Operations,16.4,7451.58,114323.63,Budget
2023-06-01,2023-06,Canada,East,Operations,17.75,7150.74,122502.93,Budget
2023-06-01,2023-06,Canada,International,Operations,12.19,8161.57,94253.17,Budget
2023-06-01,2023-06,Canada,West,G&A,6.31,6100.9,34678.8,Budget
2023-06-01,2023-06,Canada,Central,G&A,6.05,7264.38,42159.32,Budget
2023-06-01,2023-06,Canada,East,G&A,5.33,7296.86,38587.69,Budget
2023-06-01,2023-06,Canada,International,G&A,4.11,5816.76,22631.21,Budget
2023-06-01,2023-06,Canada,West,Technology,12.44,9076.12,110131.99,Budget
2023-06-01,2023-06,Canada,Central,Technology,10.26,6204.05,64585.67,Budget
2023-06-01,2023-06,Canada,East,Technology,8.57,7568.25,67746.54,Budget
2023-06-01,2023-06,Canada,International,Technology,9.27,6988.86,65818.92,Budget
2023-06-01,2023-06,USA,West,Sales,19.42,6108.98,118627.66,Budget
2023-06-01,2023-06,USA,Central,Sales,15.47,6710.84,103227.93,Budget
2023-06-01,2023-06,USA,East,Sales,16.42,7121.13,117196.35,Budget
2023-06-01,2023-06,USA,International,Sales,13.36,8123.52,100837.41,Budget
2023-06-01,2023-06,USA,West,Marketing,11.38,7187.64,76643.77,Budget
2023-06-01,2023-06,USA,Central,Marketing,10.52,6567.01,64008.19,Budget
2023-06-01,2023-06,USA,East,Marketing,10.38,7028.26,69681.55,Budget
2023-06-01,2023-06,USA,International,Marketing,7.35,7767.04,52973.16,Budget
2023-06-01,2023-06,USA,West,Operations,25.13,7767.94,190327.43,Budget
2023-06-01,2023-06,USA,Central,Operations,23.32,6127.39,140386.07,Budget
2023-06-01,2023-06,USA,East,Operations,22.15,8482.35,184241.39,Budget
2023-06-01,2023-06,USA,International,Operations,18.09,7098.56,118779.64,Budget
2023-06-01,2023-06,USA,West,G&A,7.81,7403.05,57280.69,Budget
2023-06-01,2023-06,USA,Central,G&A,7.19,8471.57,58738.8,Budget
2023-06-01,2023-06,USA,East,G&A,7.32,5882.25,40472.27,Budget
2023-06-01,2023-06,USA,International,G&A,6.04,7649.48,46740.46,Budget
2023-06-01,2023-06,USA,West,Technology,15.72,7394.2,115736.45,Budget
2023-06-01,2023-06,USA,Central,Technology,13.76,8656.34,106958.29,Budget
2023-06-01,2023-06,USA,East,Technology,13.16,6990.41,85959.59,Budget
2023-06-01,2023-06,USA,International,Technology,10.94,8484.7,99689.02,Budget
2023-06-01,2023-06,UK,West,Sales,13.02,8201.95,94355.74,Budget
2023-06-01,2023-06,UK,Central,Sales,10.25,7626.26,75474.06,Budget
2023-06-01,2023-06,UK,East,Sales,10.32,7270.67,74633.86,Budget
2023-06-01,2023-06,UK,International,Sales,8.55,6410.74,53984.74,Budget
2023-06-01,2023-06,UK,West,Marketing,7.33,7073.7,52169.11,Budget
2023-06-01,2023-06,UK,Central,Marketing,6.13,7387.11,42239.43,Budget
2023-06-01,2023-06,UK,East,Marketing,6.23,7006.99,43775.33,Budget
2023-06-01,2023-06,UK,International,Marketing,5.26,7321.85,36809.61,Budget
2023-06-01,2023-06,UK,West,Operations,16.35,7252.53,112787.39,Budget
